Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
1.869000E+0	3.952296E+0	3.868210E+0	2.030201E+0	-8.408552E-2	3.924267E+0	-2.625005E-6	-3.021767E-5	3.375648E-4	-1.050002E-1
2.986000E+0	4.006434E+0	3.868325E+0	2.029160E+0	-1.381091E-1	3.960398E+0	-2.468350E-6	-7.554417E-5	-3.227264E-4	-9.873401E-2
4.105000E+0	4.006416E+0	4.041423E+0	2.029979E+0	3.500718E-2	4.018085E+0	-6.773781E-6	-1.442650E-4	3.849144E-4	-2.709512E-1
5.220000E+0	4.059371E+0	4.039725E+0	2.083165E+0	-1.964583E-2	4.052822E+0	-1.393100E-5	-2.356491E-4	2.439848E-4	-5.572398E-1
6.338000E+0	4.112843E+0	4.041020E+0	2.083441E+0	-7.182236E-2	4.088902E+0	-1.515741E-5	-3.294701E-4	-1.087147E-4	-6.062963E-1
7.459000E+0	4.166083E+0	4.221370E+0	2.137411E+0	5.528708E-2	4.184512E+0	-2.576169E-5	-4.454669E-4	-3.931915E-4	-1.030467E+0
8.578000E+0	4.219999E+0	4.222204E+0	2.138327E+0	2.205250E-3	4.220734E+0	-2.875501E-5	-5.629259E-4	-5.980045E-4	-1.150200E+0
9.694000E+0	4.272981E+0	4.221513E+0	2.189129E+0	-5.146742E-2	4.255825E+0	-2.318752E-5	-7.023171E-4	-8.793830E-4	-9.275006E-1
1.081400E+1	4.326479E+0	4.222520E+0	2.240741E+0	-1.039586E-1	4.291826E+0	-2.727173E-5	-8.451200E-4	-9.671647E-4	-1.090869E+0
1.193100E+1	4.379692E+0	4.390669E+0	2.294096E+0	1.097760E-2	4.383351E+0	-3.758859E-5	-9.891413E-4	-1.201151E-3	-1.503544E+0
1.305000E+1	4.487675E+0	4.390036E+0	2.293304E+0	-9.763899E-2	4.455129E+0	-4.408351E-5	-1.134868E-3	-2.443024E-3	-1.763340E+0
1.416800E+1	4.540995E+0	4.560574E+0	2.348208E+0	1.957866E-2	4.547521E+0	-4.515456E-5	-1.302771E-3	-2.864303E-3	-1.806183E+0
1.528800E+1	4.595285E+0	4.560286E+0	2.399500E+0	-3.499908E-2	4.583619E+0	-4.040711E-5	-1.472380E-3	-3.237498E-3	-1.616284E+0
1.640500E+1	4.595294E+0	4.560689E+0	2.453941E+0	-3.460502E-2	4.583759E+0	-4.412113E-5	-1.643695E-3	-2.366997E-3	-1.764845E+0
1.752600E+1	4.649558E+0	4.558906E+0	2.507003E+0	-9.065206E-2	4.619340E+0	-4.622814E-5	-1.815741E-3	-2.238361E-3	-1.849126E+0
1.864300E+1	4.755584E+0	4.730796E+0	2.561614E+0	-2.478847E-2	4.747321E+0	-4.898768E-5	-1.988761E-3	-3.636437E-3	-1.959507E+0
1.976100E+1	4.808611E+0	4.729069E+0	2.613626E+0	-7.954153E-2	4.782097E+0	-5.743817E-5	-2.162757E-3	-4.045656E-3	-2.297527E+0
2.088100E+1	4.808496E+0	4.904643E+0	2.666742E+0	9.614738E-2	4.840545E+0	-5.267280E-5	-2.338214E-3	-3.105755E-3	-2.106912E+0
2.200200E+1	4.915758E+0	4.902485E+0	2.774431E+0	-1.327352E-2	4.911334E+0	-5.878349E-5	-2.514890E-3	-4.427930E-3	-2.351339E+0
2.312200E+1	4.969140E+0	4.904527E+0	2.826622E+0	-6.461287E-2	4.947602E+0	-6.062212E-5	-2.671096E-3	-4.815355E-3	-2.424885E+0
2.424100E+1	5.022718E+0	4.903692E+0	2.881018E+0	-1.190260E-1	4.983043E+0	-5.900611E-5	-2.827545E-3	-5.137270E-3	-2.360244E+0
2.536100E+1	5.022691E+0	5.072359E+0	2.934276E+0	4.966872E-2	5.039247E+0	-6.755264E-5	-2.984726E-3	-4.139901E-3	-2.702106E+0
2.648100E+1	5.076286E+0	5.073481E+0	2.991394E+0	-2.805331E-3	5.075351E+0	-6.479298E-5	-3.143369E-3	-4.149518E-3	-2.591719E+0
2.760000E+1	5.182518E+0	5.245545E+0	3.042500E+0	6.302605E-2	5.203527E+0	-7.595816E-5	-3.301768E-3	-5.468102E-3	-3.038326E+0
2.872000E+1	5.235865E+0	5.245574E+0	3.095571E+0	9.708521E-3	5.239101E+0	-7.284623E-5	-3.462116E-3	-5.621337E-3	-2.913849E+0
2.983800E+1	5.290164E+0	5.244538E+0	3.147040E+0	-4.562633E-2	5.274956E+0	-7.706263E-5	-3.623196E-3	-5.828024E-3	-3.082505E+0
3.095500E+1	5.343324E+0	5.417147E+0	3.253582E+0	7.382303E-2	5.367931E+0	-9.079209E-5	-3.785494E-3	-6.003922E-3	-3.631683E+0
3.207400E+1	5.397071E+0	5.414212E+0	3.306858E+0	1.714087E-2	5.402785E+0	-8.888480E-5	-3.928784E-3	-6.444396E-3	-3.555392E+0
3.319400E+1	5.450952E+0	5.417578E+0	3.359600E+0	-3.337325E-2	5.439827E+0	-1.004794E-4	-4.071100E-3	-6.532947E-3	-4.019175E+0
3.431100E+1	5.503052E+0	5.589870E+0	3.413916E+0	8.681861E-2	5.531991E+0	-1.066968E-4	-4.215852E-3	-6.569894E-3	-4.267873E+0
3.542900E+1	5.556007E+0	5.591540E+0	3.465475E+0	3.553218E-2	5.567851E+0	-1.073871E-4	-4.361092E-3	-6.677369E-3	-4.295484E+0
3.655000E+1	5.608973E+0	5.758654E+0	3.518652E+0	1.496810E-1	5.658866E+0	-1.169872E-4	-4.508281E-3	-6.708220E-3	-4.679490E+0
3.766900E+1	5.716342E+0	5.761560E+0	3.570131E+0	4.521753E-2	5.731415E+0	-1.079621E-4	-4.656445E-3	-7.754804E-3	-4.318485E+0
3.878800E+1	5.769494E+0	5.761791E+0	3.678017E+0	-7.703051E-3	5.766926E+0	-1.032857E-4	-4.806315E-3	-8.217671E-3	-4.131429E+0
3.990600E+1	5.823046E+0	5.761705E+0	3.677056E+0	-6.134079E-2	5.802599E+0	-1.064136E-4	-4.935228E-3	-8.556365E-3	-4.256546E+0
4.102900E+1	5.876374E+0	5.931494E+0	3.784782E+0	5.511987E-2	5.894748E+0	-1.088919E-4	-5.087291E-3	-8.914991E-3	-4.355675E+0
4.214800E+1	5.876348E+0	5.932243E+0	3.837711E+0	5.589457E-2	5.894980E+0	-1.159727E-4	-5.218397E-3	-8.008380E-3	-4.638908E+0
4.326600E+1	5.930415E+0	6.103787E+0	3.890355E+0	1.733721E-1	5.988206E+0	-1.229832E-4	-5.350233E-3	-7.934535E-3	-4.919327E+0
4.438700E+1	5.983762E+0	6.101312E+0	3.942109E+0	1.175502E-1	6.022946E+0	-1.154670E-4	-5.483532E-3	-7.819984E-3	-4.618680E+0
4.550600E+1	6.090661E+0	6.103615E+0	4.049496E+0	1.295408E-2	6.094979E+0	-1.225570E-4	-5.618293E-3	-8.801833E-3	-4.902280E+0
4.662100E+1	6.144790E+0	6.275562E+0	4.101713E+0	1.307720E-1	6.188381E+0	-1.308456E-4	-5.732584E-3	-9.024257E-3	-5.233825E+0
4.773900E+1	6.198368E+0	6.277950E+0	4.155229E+0	7.958194E-2	6.224895E+0	-1.338462E-4	-5.847850E-3	-9.235171E-3	-5.353848E+0
4.886000E+1	6.252266E+0	6.275561E+0	4.208158E+0	2.329544E-2	6.260031E+0	-1.441557E-4	-5.964091E-3	-9.639937E-3	-5.766227E+0
4.998100E+1	6.306200E+0	6.448803E+0	4.252936E+0	1.426037E-1	6.353734E+0	-1.440697E-4	-6.081793E-3	-9.781911E-3	-5.762786E+0
5.110000E+1	6.360721E+0	6.447479E+0	4.314672E+0	8.675865E-2	6.389640E+0	-1.564296E-4	-6.203639E-3	-9.782066E-3	-6.257185E+0
5.222000E+1	6.413417E+0	6.448429E+0	4.366569E+0	3.501145E-2	6.425088E+0	-1.569689E-4	-6.323535E-3	-9.980722E-3	-6.278757E+0
5.334000E+1	6.413463E+0	6.448544E+0	4.420824E+0	3.508166E-2	6.425157E+0	-1.572134E-4	-6.445137E-3	-8.931714E-3	-6.288536E+0
5.446200E+1	6.519399E+0	6.621527E+0	4.474295E+0	1.021280E-1	6.553442E+0	-1.659210E-4	-6.567713E-3	-1.002086E-2	-6.636840E+0
5.558200E+1	6.573395E+0	6.621239E+0	4.528006E+0	4.784381E-2	6.589343E+0	-1.708073E-4	-6.691021E-3	-1.018930E-2	-6.832291E+0
5.670300E+1	6.626591E+0	6.794596E+0	4.581094E+0	1.680052E-1	6.682592E+0	-1.810772E-4	-6.815547E-3	-1.036053E-2	-7.243088E+0
5.782000E+1	6.680007E+0	6.794768E+0	4.690590E+0	1.147607E-1	6.718261E+0	-1.819286E-4	-6.940560E-3	-1.050958E-2	-7.277145E+0
5.893800E+1	6.733319E+0	6.791661E+0	4.741659E+0	5.834136E-2	6.752766E+0	-1.749433E-4	-7.044129E-3	-1.067067E-2	-6.997734E+0
6.005500E+1	6.786844E+0	6.794740E+0	4.795113E+0	7.895539E-3	6.789476E+0	-1.789974E-4	-7.149160E-3	-1.080952E-2	-7.159895E+0
6.117400E+1	6.839595E+0	6.964933E+0	4.795176E+0	1.253377E-1	6.881375E+0	-1.849230E-4	-7.255652E-3	-1.093514E-2	-7.396920E+0
6.229300E+1	6.946067E+0	6.966602E+0	4.901238E+0	2.053501E-2	6.952912E+0	-1.804586E-4	-7.383834E-3	-1.222457E-2	-7.218345E+0
6.341200E+1	7.000366E+0	7.132335E+0	4.953508E+0	1.319691E-1	7.044355E+0	-1.881165E-4	-7.493007E-3	-1.266337E-2	-7.524661E+0
6.453100E+1	7.052885E+0	7.135557E+0	5.006570E+0	8.267236E-2	7.080443E+0	-1.954440E-4	-7.602912E-3	-1.290669E-2	-7.817758E+0
6.564800E+1	7.107041E+0	7.135701E+0	5.059704E+0	2.865990E-2	7.116595E+0	-1.998077E-4	-7.713791E-3	-1.329236E-2	-7.992307E+0
6.676500E+1	7.106526E+0	7.135472E+0	5.113077E+0	2.894562E-2	7.116174E+0	-1.979497E-4	-7.826133E-3	-1.237239E-2	-7.917989E+0
6.788500E+1	7.160157E+0	7.135730E+0	5.166015E+0	-2.442716E-2	7.152015E+0	-1.964385E-4	-7.938962E-3	-1.224126E-2	-7.857538E+0
6.900200E+1	7.213103E+0	7.304972E+0	5.217857E+0	9.186909E-2	7.243726E+0	-2.040646E-4	-8.053984E-3	-1.207121E-2	-8.162585E+0
7.012100E+1	7.318881E+0	7.306411E+0	5.326232E+0	-1.246950E-2	7.314724E+0	-2.104356E-4	-8.170468E-3	-1.307508E-2	-8.417425E+0
7.124000E+1	7.372094E+0	7.473813E+0	5.378263E+0	1.017192E-1	7.406000E+0	-2.204148E-4	-8.265751E-3	-1.307484E-2	-8.816594E+0
