Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
1.867000E+0	5.999186E+1	6.010904E+1	1.000236E+1	1.171808E-1	6.003092E+1	-9.862136E-7	0.000000E+0	-1.376041E-5	-3.932329E-2
2.985000E+0	5.999187E+1	6.011218E+1	1.000352E+1	1.203057E-1	6.003198E+1	2.007751E-6	0.000000E+0	-1.406351E-5	8.005504E-2
4.101000E+0	5.999206E+1	6.010587E+1	1.000348E+1	1.138078E-1	6.002999E+1	2.118762E-6	0.000000E+0	-1.697320E-5	8.448138E-2
5.215000E+0	5.999174E+1	6.011148E+1	1.000335E+1	1.197390E-1	6.003165E+1	-3.567779E-6	0.000000E+0	-1.194186E-5	-1.422580E-1
6.331000E+0	5.999205E+1	5.994232E+1	1.000351E+1	-4.972680E-2	5.997547E+1	3.803155E-6	0.000000E+0	-1.685196E-5	1.516432E-1
7.445000E+0	5.999173E+1	5.976804E+1	1.000224E+1	-2.236849E-1	5.991716E+1	6.994685E-6	0.000000E+0	-1.169938E-5	2.788991E-1
8.565000E+0	5.999197E+1	5.976879E+1	1.000338E+1	-2.231809E-1	5.991758E+1	-6.696132E-5	0.000000E+0	-1.557897E-5	-2.669949E+0
9.680000E+0	5.999177E+1	5.976343E+1	1.000260E+1	-2.283343E-1	5.991566E+1	-5.914847E-5	0.000000E+0	-9.457360E-6	-2.358427E+0
1.079500E+1	5.999192E+1	6.063048E+1	1.000345E+1	6.385606E-1	6.020477E+1	-8.618090E-5	0.000000E+0	-1.188210E-5	-3.436291E+0
1.190900E+1	5.999194E+1	6.062559E+1	1.000356E+1	6.336539E-1	6.020315E+1	-8.297706E-5	0.000000E+0	-1.212458E-5	-3.308544E+0
1.302800E+1	5.999178E+1	6.045571E+1	1.000269E+1	4.639342E-1	6.014642E+1	-7.657902E-5	0.000000E+0	-9.639215E-6	-3.053435E+0
1.414700E+1	5.999179E+1	6.045595E+1	1.000339E+1	4.641567E-1	6.014651E+1	-8.604569E-5	0.000000E+0	-9.821071E-6	-3.430900E+0
1.526100E+1	5.999167E+1	6.045387E+1	1.000234E+1	4.622033E-1	6.014574E+1	-7.778115E-5	0.000000E+0	-7.881277E-6	-3.101368E+0
1.638000E+1	5.999182E+1	6.045587E+1	1.000334E+1	4.640438E-1	6.014650E+1	-7.683359E-5	0.000000E+0	-1.054842E-5	-3.063586E+0
1.749200E+1	5.999170E+1	6.062548E+1	1.000347E+1	6.337831E-1	6.020296E+1	-8.763082E-5	0.000000E+0	-8.366225E-6	-3.494104E+0
1.861200E+1	5.999184E+1	6.063072E+1	1.000347E+1	6.388825E-1	6.020480E+1	-8.196887E-5	0.000000E+0	-1.054849E-5	-3.268345E+0
1.972800E+1	5.999187E+1	6.062948E+1	1.000356E+1	6.376147E-1	6.020441E+1	-8.247856E-5	0.000000E+0	-1.103344E-5	-3.288667E+0
2.084500E+1	5.999165E+1	6.045601E+1	1.000232E+1	4.643593E-1	6.014644E+1	-7.885588E-5	0.000000E+0	-7.578184E-6	-3.144220E+0
2.196100E+1	5.999179E+1	6.045293E+1	1.000352E+1	4.611356E-1	6.014550E+1	-7.922444E-5	0.000000E+0	-9.821071E-6	-3.158916E+0
2.307500E+1	5.999162E+1	6.062337E+1	1.000225E+1	6.317588E-1	6.020220E+1	-8.351627E-5	0.000000E+0	-7.032617E-6	-3.330044E+0
2.419000E+1	5.999191E+1	6.079757E+1	1.000341E+1	8.056534E-1	6.026046E+1	-8.740851E-5	0.000000E+0	-1.176087E-5	-3.485239E+0
2.530400E+1	5.999145E+1	6.062412E+1	1.000352E+1	6.326709E-1	6.020234E+1	-8.409824E-5	0.000000E+0	-4.365400E-6	-3.353249E+0
2.642000E+1	5.999191E+1	6.062953E+1	1.000290E+1	6.376186E-1	6.020445E+1	-8.144297E-5	0.000000E+0	-1.194265E-5	-3.247376E+0
2.753900E+1	5.999195E+1	6.062930E+1	1.000345E+1	6.373466E-1	6.020440E+1	-8.571020E-5	0.000000E+0	-1.267007E-5	-3.417523E+0
2.865500E+1	5.999188E+1	6.045322E+1	1.000218E+1	4.613433E-1	6.014566E+1	-7.681087E-5	0.000000E+0	-1.170010E-5	-3.062680E+0
2.976700E+1	5.999180E+1	6.079746E+1	1.000346E+1	8.056644E-1	6.026035E+1	-8.777284E-5	0.000000E+0	-1.042711E-5	-3.499767E+0
3.088600E+1	5.999171E+1	6.062427E+1	1.000343E+1	6.325593E-1	6.020257E+1	-8.676331E-5	0.000000E+0	-9.093504E-6	-3.459513E+0
3.199800E+1	6.004589E+1	6.062914E+1	1.000316E+1	5.832419E-1	6.024031E+1	-8.715235E-5	0.000000E+0	-8.592898E-4	-3.475026E+0
3.311400E+1	6.004576E+1	6.062896E+1	1.000347E+1	5.832066E-1	6.024016E+1	-9.024355E-5	0.000000E+0	-8.570569E-4	-3.598281E+0
3.423200E+1	6.004593E+1	6.079699E+1	1.000193E+1	7.510657E-1	6.029628E+1	-9.235537E-5	0.000000E+0	-8.597860E-4	-3.682486E+0
3.535100E+1	6.004586E+1	6.062901E+1	1.000338E+1	5.831534E-1	6.024024E+1	-8.365200E-5	0.000000E+0	-8.587316E-4	-3.335456E+0
3.646900E+1	6.004559E+1	6.062366E+1	1.000199E+1	5.780685E-1	6.023828E+1	-8.657182E-5	0.000000E+0	-8.543279E-4	-3.451878E+0
3.758600E+1	6.004603E+1	6.070451E+1	1.000322E+1	6.584821E-1	6.026552E+1	-8.568770E-5	0.000000E+0	-8.614607E-4	-3.416626E+0
3.870000E+1	6.004576E+1	6.078591E+1	1.000321E+1	7.401559E-1	6.029248E+1	-8.998619E-5	0.000000E+0	-8.570569E-4	-3.588020E+0
3.981700E+1	6.004599E+1	6.079765E+1	1.000306E+1	7.516664E-1	6.029654E+1	-9.106705E-5	0.000000E+0	-8.607784E-4	-3.631116E+0
4.093100E+1	6.004585E+1	6.079776E+1	1.000309E+1	7.519188E-1	6.029648E+1	-9.399832E-5	0.000000E+0	-8.584835E-4	-3.747995E+0
4.204500E+1	6.004591E+1	6.079587E+1	1.000205E+1	7.499587E-1	6.029590E+1	-9.378824E-5	0.000000E+0	-8.597803E-4	-3.739619E+0
4.315900E+1	6.004591E+1	6.079760E+1	1.000318E+1	7.516852E-1	6.029647E+1	-9.167901E-5	0.000000E+0	-8.595379E-4	-3.655517E+0
4.427600E+1	6.009924E+1	6.079376E+1	1.000327E+1	6.945211E-1	6.033075E+1	-8.805107E-5	0.000000E+0	-1.726880E-3	-3.510860E+0
4.538900E+1	6.009914E+1	6.079954E+1	1.000331E+1	7.004037E-1	6.033261E+1	-9.090366E-5	0.000000E+0	-2.189710E-3	-3.624602E+0
4.650800E+1	6.009914E+1	6.063090E+1	1.000326E+1	5.317647E-1	6.027640E+1	-8.862661E-5	0.000000E+0	-2.816562E-3	-3.533809E+0
4.762300E+1	6.004593E+1	6.063021E+1	1.000207E+1	5.842816E-1	6.024069E+1	-8.912775E-5	0.000000E+0	-2.729316E-3	-3.553791E+0
4.873700E+1	5.999147E+1	6.045596E+1	1.000264E+1	4.644944E-1	6.014630E+1	-7.978112E-5	0.000000E+0	-1.902254E-3	-3.181113E+0
4.985700E+1	5.999177E+1	6.045048E+1	1.000268E+1	4.587089E-1	6.014467E+1	-7.686389E-5	0.000000E+0	-1.906982E-3	-3.064794E+0
5.097500E+1	5.999090E+1	6.063060E+1	1.000326E+1	6.396981E-1	6.020413E+1	-8.551600E-5	0.000000E+0	-1.893404E-3	-3.409780E+0
5.208800E+1	5.999168E+1	6.079420E+1	1.000332E+1	8.025197E-1	6.025919E+1	-8.591599E-5	0.000000E+0	-1.906134E-3	-3.425728E+0
5.320600E+1	6.004583E+1	6.080002E+1	1.000253E+1	7.541861E-1	6.029723E+1	-9.235359E-5	0.000000E+0	-2.755822E-3	-3.682415E+0
5.431900E+1	6.004501E+1	6.079964E+1	1.000324E+1	7.546360E-1	6.029655E+1	-9.175010E-5	0.000000E+0	-2.742121E-3	-3.658352E+0
5.543400E+1	6.004541E+1	6.062785E+1	1.000204E+1	5.824355E-1	6.023956E+1	-8.332974E-5	0.000000E+0	-2.748757E-3	-3.322607E+0
5.655500E+1	6.004525E+1	6.079939E+1	1.000333E+1	7.541483E-1	6.029663E+1	-9.078997E-5	0.000000E+0	-2.746271E-3	-3.620069E+0
5.766500E+1	6.004561E+1	6.079378E+1	1.000364E+1	7.481752E-1	6.029500E+1	-9.424634E-5	0.000000E+0	-2.751921E-3	-3.757884E+0
5.878300E+1	6.004524E+1	6.079962E+1	1.000354E+1	7.543861E-1	6.029670E+1	-9.582190E-5	0.000000E+0	-2.745904E-3	-3.820706E+0
5.989700E+1	6.004538E+1	6.063075E+1	1.000357E+1	5.853758E-1	6.024050E+1	-8.943959E-5	0.000000E+0	-2.748379E-3	-3.566225E+0
6.101300E+1	6.004526E+1	6.079927E+1	1.000247E+1	7.540140E-1	6.029660E+1	-9.151808E-5	0.000000E+0	-2.746457E-3	-3.649100E+0
