Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
2.248000E+0	3.998596E+1	4.143126E+1	1.005455E+1	1.445299E+0	4.046773E+1	-1.242050E-6	-5.192611E-6	-4.447664E-6	-4.911065E-2
3.372000E+0	3.998581E+1	4.143633E+1	1.005556E+1	1.450518E+0	4.046932E+1	-8.559476E-6	7.418015E-7	-1.414177E-5	-3.384417E-1
4.501000E+0	3.998512E+1	4.173246E+1	1.005569E+1	1.747338E+0	4.056757E+1	-1.093043E-5	1.038522E-5	-5.668068E-6	-4.321892E-1
5.634000E+0	3.998582E+1	4.201786E+1	1.005401E+1	2.032032E+0	4.066317E+1	-2.674600E-5	2.324311E-5	-4.512895E-5	-1.057537E+0
6.761000E+0	3.998563E+1	4.232046E+1	1.005505E+1	2.334826E+0	4.076391E+1	-2.794899E-5	3.857368E-5	-4.364669E-5	-1.105103E+0
7.946000E+0	3.998586E+1	4.260770E+1	1.005466E+1	2.621836E+0	4.085981E+1	-3.315691E-5	5.860232E-5	-5.666912E-5	-1.311024E+0
9.125000E+0	4.003956E+1	4.256924E+1	1.005514E+1	2.529680E+0	4.088279E+1	-3.440194E-5	8.159817E-5	-1.029893E-3	-1.360253E+0
1.025400E+1	3.998546E+1	4.289884E+1	1.005531E+1	2.913382E+0	4.095659E+1	-1.415666E-5	1.070667E-4	-1.447922E-5	-5.597544E-1
1.143500E+1	4.003962E+1	4.314810E+1	1.005431E+1	3.108484E+0	4.107578E+1	3.195132E-6	1.369860E-4	-9.642597E-4	1.263355E-1
1.256100E+1	4.003861E+1	4.315351E+1	1.000347E+1	3.114901E+0	4.107691E+1	1.020564E-5	1.686362E-4	-9.344985E-4	4.035308E-1
1.368500E+1	4.003858E+1	4.314893E+1	1.000326E+1	3.110344E+0	4.107536E+1	3.505156E-5	1.693780E-4	-8.916483E-4	1.385939E+0
1.480900E+1	4.003884E+1	4.345286E+1	1.000359E+1	3.414017E+0	4.117685E+1	4.074708E-5	1.693780E-4	-8.866998E-4	1.611139E+0
1.593100E+1	4.003888E+1	4.344923E+1	1.000293E+1	3.410353E+0	4.117566E+1	5.488697E-5	1.693780E-4	-8.637055E-4	2.170231E+0
1.705100E+1	4.003966E+1	4.374323E+1	1.000345E+1	3.703577E+0	4.127418E+1	6.359941E-5	1.693780E-4	-8.627858E-4	2.514721E+0
1.816700E+1	4.003969E+1	4.373863E+1	1.000234E+1	3.698937E+0	4.127267E+1	7.850159E-5	1.693780E-4	-8.381851E-4	3.103953E+0
1.928800E+1	4.003947E+1	4.374274E+1	1.000326E+1	3.703271E+0	4.127389E+1	1.032234E-4	1.691308E-4	-7.925213E-4	4.081451E+0
