Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
7.025000E+0	1.496571E+1	1.713791E+1	1.000384E+1	2.172206E+0	1.568978E+1	5.866853E-6	0.000000E+0	1.215964E-5	2.376662E-1
8.149000E+0	1.496572E+1	1.713732E+1	1.000276E+1	2.171590E+0	1.568959E+1	1.943786E-5	0.000000E+0	3.478122E-5	7.874278E-1
9.267000E+0	1.496552E+1	1.742896E+1	1.000387E+1	2.463442E+0	1.578667E+1	1.425993E-5	0.000000E+0	3.019612E-5	5.776696E-1
1.044000E+1	1.496554E+1	1.742120E+1	1.000382E+1	2.455660E+0	1.578409E+1	3.278178E-5	0.000000E+0	6.414329E-5	1.327990E+0
1.160600E+1	1.496593E+1	1.742258E+1	1.000349E+1	2.456655E+0	1.578481E+1	4.446558E-5	0.000000E+0	7.595274E-5	1.801301E+0
1.276700E+1	1.496607E+1	1.742463E+1	1.000410E+1	2.458559E+0	1.578559E+1	5.720407E-5	0.000000E+0	9.439050E-5	2.317337E+0
1.389400E+1	1.496598E+1	1.772619E+1	1.000408E+1	2.760207E+0	1.588605E+1	6.976743E-5	0.000000E+0	1.175251E-4	2.826279E+0
1.501900E+1	1.496609E+1	1.772533E+1	1.005624E+1	2.759244E+0	1.588583E+1	8.057540E-5	0.000000E+0	1.338766E-4	3.264110E+0
1.620700E+1	1.496559E+1	1.772475E+1	1.005596E+1	2.759163E+0	1.588531E+1	1.028615E-4	1.715277E-5	1.817797E-4	4.166920E+0
1.733900E+1	1.496562E+1	1.801244E+1	1.005494E+1	3.046820E+0	1.598122E+1	9.589402E-5	4.493543E-5	1.691887E-4	3.884667E+0
1.846700E+1	1.496589E+1	1.800669E+1	1.005625E+1	3.040796E+0	1.597949E+1	1.156497E-4	7.610032E-5	1.970104E-4	4.684971E+0
1.960700E+1	1.496591E+1	1.801190E+1	1.005621E+1	3.045997E+0	1.598124E+1	1.286366E-4	1.101643E-4	2.187397E-4	5.211069E+0
2.073900E+1	1.496566E+1	1.800979E+1	1.005483E+1	3.044129E+0	1.598037E+1	1.401275E-4	1.478521E-4	2.435319E-4	5.676565E+0
2.186500E+1	1.496569E+1	1.801186E+1	1.005616E+1	3.046179E+0	1.598108E+1	1.599895E-4	1.881973E-4	2.765973E-4	6.481176E+0
2.301800E+1	1.496602E+1	1.830265E+1	1.000410E+1	3.336625E+0	1.607823E+1	1.600746E-4	2.331327E-4	2.698667E-4	6.484623E+0
2.421500E+1	1.496553E+1	1.830084E+1	1.000281E+1	3.335307E+0	1.607730E+1	1.739681E-4	2.343407E-4	3.034149E-4	7.047446E+0
2.534000E+1	1.496568E+1	1.830229E+1	1.000415E+1	3.336612E+0	1.607789E+1	1.896860E-4	2.343407E-4	3.267445E-4	7.684180E+0
2.646300E+1	1.496558E+1	1.830217E+1	1.000324E+1	3.336598E+0	1.607778E+1	2.023917E-4	2.343407E-4	3.504319E-4	8.198887E+0
2.759300E+1	1.496598E+1	1.858550E+1	1.000422E+1	3.619512E+0	1.617249E+1	2.077463E-4	2.340991E-4	3.509265E-4	8.415803E+0
2.871500E+1	1.496595E+1	1.858957E+1	1.000292E+1	3.623618E+0	1.617382E+1	2.182477E-4	2.343407E-4	3.696604E-4	8.841215E+0
2.983900E+1	1.496587E+1	1.858538E+1	1.000406E+1	3.619512E+0	1.617237E+1	2.281719E-4	2.343407E-4	3.881096E-4	9.243245E+0
3.096400E+1	1.496603E+1	1.859346E+1	1.000294E+1	3.627430E+0	1.617517E+1	2.454916E-4	2.343407E-4	4.139581E-4	9.944864E+0
3.208700E+1	1.496608E+1	1.888030E+1	1.000380E+1	3.914213E+0	1.627082E+1	2.461822E-4	2.343407E-4	4.142791E-4	9.972840E+0
3.321200E+1	1.496548E+1	1.888764E+1	1.000266E+1	3.922159E+0	1.627286E+1	2.608266E-4	2.343407E-4	4.514367E-4	1.056609E+1
3.433000E+1	1.496554E+1	1.888057E+1	1.000374E+1	3.915035E+0	1.627055E+1	2.735155E-4	2.343407E-4	4.716678E-4	1.108011E+1
3.545200E+1	1.496565E+1	1.888782E+1	1.000270E+1	3.922167E+0	1.627304E+1	2.901168E-4	2.343407E-4	4.975536E-4	1.175263E+1
3.658800E+1	1.496591E+1	1.888929E+1	1.000412E+1	3.923388E+0	1.627370E+1	3.021639E-4	2.343407E-4	5.124635E-4	1.224066E+1
3.771300E+1	1.496588E+1	1.917852E+1	1.005623E+1	4.212646E+0	1.637009E+1	3.036032E-4	2.343407E-4	5.157279E-4	1.229897E+1
3.884300E+1	1.496599E+1	1.917771E+1	1.005451E+1	4.211719E+0	1.636990E+1	3.220968E-4	2.582579E-4	5.447220E-4	1.304814E+1
4.000200E+1	1.496595E+1	1.917813E+1	1.005493E+1	4.212183E+0	1.637001E+1	3.228119E-4	2.860406E-4	5.468489E-4	1.307711E+1
4.113100E+1	1.496594E+1	1.917126E+1	1.000417E+1	4.205324E+0	1.636771E+1	3.330487E-4	3.164807E-4	5.643671E-4	1.349180E+1
4.225600E+1	1.496591E+1	1.947259E+1	1.000315E+1	4.506687E+0	1.646813E+1	3.479396E-4	3.174471E-4	5.902959E-4	1.409503E+1
4.337700E+1	1.496595E+1	1.946608E+1	1.000400E+1	4.500129E+0	1.646599E+1	3.607195E-4	3.174471E-4	6.105488E-4	1.461275E+1
4.449500E+1	1.496593E+1	1.947306E+1	1.000277E+1	4.507130E+0	1.646831E+1	3.678093E-4	3.174471E-4	6.228717E-4	1.489995E+1
4.561900E+1	1.496561E+1	1.946402E+1	1.000402E+1	4.498412E+0	1.646508E+1	3.838128E-4	3.174471E-4	6.568087E-4	1.554826E+1
4.674400E+1	1.496553E+1	1.976372E+1	1.000290E+1	4.798191E+0	1.656493E+1	3.895540E-4	3.174471E-4	6.681516E-4	1.578083E+1
4.786600E+1	1.496563E+1	1.975771E+1	1.000418E+1	4.792079E+0	1.656299E+1	3.972026E-4	3.174471E-4	6.791426E-4	1.609068E+1
4.898600E+1	1.496573E+1	1.976645E+1	1.000299E+1	4.800720E+0	1.656597E+1	4.135127E-4	3.174471E-4	7.046325E-4	1.675140E+1
5.014700E+1	1.496601E+1	1.976441E+1	1.000281E+1	4.798399E+0	1.656548E+1	4.268720E-4	3.174471E-4	7.216370E-4	1.729258E+1
5.126800E+1	1.496575E+1	2.005078E+1	1.000396E+1	5.085027E+0	1.666076E+1	4.299536E-4	3.174471E-4	7.321745E-4	1.741742E+1
5.238800E+1	1.496593E+1	2.005470E+1	1.005465E+1	5.088773E+0	1.666218E+1	4.399592E-4	3.174471E-4	7.452617E-4	1.782275E+1
5.352500E+1	1.496595E+1	2.005229E+1	1.005622E+1	5.086339E+0	1.666140E+1	4.564307E-4	3.406395E-4	7.728440E-4	1.849001E+1
5.465900E+1	1.496624E+1	2.005512E+1	1.005621E+1	5.088879E+0	1.666253E+1	4.721496E-4	3.689054E-4	7.936514E-4	1.912678E+1
5.578900E+1	1.496602E+1	2.005464E+1	1.000278E+1	5.088623E+0	1.666222E+1	4.784264E-4	4.000703E-4	8.088426E-4	1.938105E+1
5.691900E+1	1.496565E+1	2.033114E+1	1.000408E+1	5.365487E+0	1.675415E+1	4.877322E-4	4.010366E-4	8.318062E-4	1.975803E+1
5.804600E+1	1.496549E+1	2.034158E+1	1.000415E+1	5.376092E+0	1.675752E+1	4.990319E-4	4.012782E-4	8.544828E-4	2.021578E+1
5.916900E+1	1.496597E+1	2.033525E+1	1.000431E+1	5.369282E+0	1.675573E+1	5.057567E-4	4.012782E-4	8.555771E-4	2.048820E+1
6.032000E+1	1.496602E+1	2.062316E+1	1.000396E+1	5.657137E+0	1.685174E+1	5.203666E-4	4.010366E-4	8.792575E-4	2.108005E+1
6.144300E+1	1.496595E+1	2.062975E+1	1.000279E+1	5.663805E+0	1.685388E+1	5.314815E-4	4.010366E-4	8.996850E-4	2.153031E+1
6.256400E+1	1.496572E+1	2.062308E+1	1.000391E+1	5.657357E+0	1.685151E+1	5.437117E-4	4.010366E-4	9.249428E-4	2.202576E+1
6.370500E+1	1.496589E+1	2.063121E+1	1.000418E+1	5.665325E+0	1.685433E+1	5.537938E-4	4.012782E-4	9.389545E-4	2.243419E+1
6.483300E+1	1.496621E+1	2.063026E+1	1.005492E+1	5.664051E+0	1.685422E+1	5.666582E-4	4.012782E-4	9.541858E-4	2.295533E+1
6.596100E+1	1.496607E+1	2.091377E+1	1.005594E+1	5.947691E+0	1.694864E+1	5.752284E-4	4.242291E-4	9.714316E-4	2.330250E+1
6.711100E+1	1.496599E+1	2.091992E+1	1.005630E+1	5.953933E+0	1.695063E+1	5.860356E-4	4.522534E-4	9.915326E-4	2.374030E+1
6.823700E+1	1.496623E+1	2.092018E+1	1.000298E+1	5.953951E+0	1.695088E+1	5.991672E-4	4.831767E-4	1.008755E-3	2.427226E+1
6.936300E+1	1.496623E+1	2.120940E+1	1.000423E+1	6.243164E+0	1.704729E+1	5.999752E-4	4.841430E-4	1.010124E-3	2.430500E+1
7.048900E+1	1.496603E+1	2.121505E+1	1.000301E+1	6.249019E+0	1.704903E+1	6.131259E-4	4.841430E-4	1.036330E-3	2.483773E+1
7.160800E+1	1.496608E+1	2.121018E+1	1.000410E+1	6.244101E+0	1.704745E+1	6.248316E-4	4.841430E-4	1.055110E-3	2.531193E+1
7.272700E+1	1.496596E+1	2.121553E+1	1.000277E+1	6.249578E+0	1.704915E+1	6.396517E-4	4.839014E-4	1.082749E-3	2.591229E+1
7.384500E+1	1.496610E+1	2.150318E+1	1.000405E+1	6.537086E+0	1.714513E+1	6.427902E-4	4.841430E-4	1.085425E-3	2.603943E+1
7.496500E+1	1.496603E+1	2.150157E+1	1.000296E+1	6.535549E+0	1.714454E+1	6.601388E-4	4.841430E-4	1.116278E-3	2.674222E+1
7.608700E+1	1.496562E+1	2.150191E+1	1.000389E+1	6.536291E+0	1.714438E+1	6.702541E-4	4.839014E-4	1.141548E-3	2.715199E+1
7.721300E+1	1.496563E+1	2.179676E+1	1.000304E+1	6.831128E+0	1.724268E+1	6.748627E-4	4.841430E-4	1.148724E-3	2.733869E+1
7.833900E+1	1.501930E+1	2.175303E+1	1.000411E+1	6.733724E+0	1.726388E+1	6.893565E-4	4.841430E-4	7.754357E-5	2.792583E+1
7.946400E+1	1.501923E+1	2.175995E+1	1.005494E+1	6.740718E+0	1.726614E+1	6.985081E-4	4.839014E-4	9.420862E-5	2.829656E+1
8.060000E+1	1.496590E+1	2.179357E+1	1.005625E+1	6.827670E+0	1.724179E+1	7.193567E-4	5.073355E-4	1.219010E-3	2.914114E+1
8.176600E+1	1.496610E+1	2.179645E+1	1.005632E+1	6.830347E+0	1.724288E+1	7.306783E-4	5.358429E-4	1.234003E-3	2.959978E+1
8.290500E+1	1.496604E+1	2.208263E+1	1.005590E+1	7.116594E+0	1.733824E+1	7.282858E-4	5.672494E-4	1.230974E-3	2.950286E+1
8.403400E+1	1.496580E+1	2.208675E+1	1.005612E+1	7.120950E+0	1.733945E+1	7.451495E-4	6.015549E-4	1.264655E-3	3.018600E+1
8.518800E+1	1.496604E+1	2.208795E+1	1.000416E+1	7.121907E+0	1.734001E+1	7.584940E-4	6.402091E-4	1.282394E-3	3.072659E+1
8.631200E+1	1.496587E+1	2.208261E+1	1.000415E+1	7.116736E+0	1.733812E+1	7.748737E-4	6.414170E-4	1.313591E-3	3.139013E+1
8.743200E+1	1.496606E+1	2.238500E+1	1.000283E+1	7.418940E+0	1.743904E+1	7.795306E-4	6.414170E-4	1.317663E-3	3.157878E+1
8.855200E+1	1.496601E+1	2.238025E+1	1.000394E+1	7.414238E+0	1.743742E+1	7.950573E-4	6.414170E-4	1.344662E-3	3.220777E+1
8.967400E+1	1.496594E+1	2.238381E+1	1.000278E+1	7.417867E+0	1.743856E+1	8.047209E-4	6.414170E-4	1.362514E-3	3.259924E+1
9.079400E+1	1.496566E+1	2.237873E+1	1.000386E+1	7.413069E+0	1.743669E+1	8.170991E-4	6.411754E-4	1.389354E-3	3.310068E+1
9.191600E+1	1.496568E+1	2.267227E+1	1.000384E+1	7.706590E+0	1.753454E+1	8.239858E-4	6.414170E-4	1.400468E-3	3.337966E+1
9.304600E+1	1.496566E+1	2.266682E+1	1.000426E+1	7.701160E+0	1.753272E+1	8.367076E-4	6.414170E-4	1.422352E-3	3.389503E+1
9.416600E+1	1.501915E+1	2.263569E+1	1.000412E+1	7.616538E+0	1.755800E+1	8.481225E-4	6.411754E-4	3.493558E-4	3.435744E+1
9.529100E+1	1.501928E+1	2.262956E+1	1.000418E+1	7.610283E+0	1.755604E+1	8.562896E-4	6.414170E-4	3.606605E-4	3.468829E+1
9.641900E+1	1.501933E+1	2.292678E+1	1.000412E+1	7.907448E+0	1.765515E+1	8.669216E-4	6.414170E-4	3.775435E-4	3.511900E+1
9.754300E+1	1.501932E+1	2.292362E+1	1.000424E+1	7.904296E+0	1.765409E+1	8.802064E-4	6.414170E-4	4.002254E-4	3.565716E+1
9.866000E+1	1.501923E+1	2.292729E+1	1.005627E+1	7.908068E+0	1.765525E+1	8.906422E-4	6.414170E-4	4.198920E-4	3.607992E+1
9.979500E+1	1.501885E+1	2.312678E+1	1.005465E+1	8.107930E+0	1.772150E+1	9.053279E-4	6.655759E-4	4.523675E-4	3.667484E+1
1.009200E+2	1.501883E+1	2.321805E+1	1.005636E+1	8.199228E+0	1.775190E+1	9.054448E-4	6.926337E-4	4.528691E-4	3.667957E+1
1.020500E+2	1.501928E+1	2.321813E+1	1.005510E+1	8.198851E+0	1.775223E+1	9.209924E-4	7.237986E-4	4.702003E-4	3.730940E+1
1.031880E+2	1.501921E+1	2.321789E+1	1.000431E+1	8.198677E+0	1.775210E+1	9.398334E-4	7.581042E-4	5.035224E-4	3.807265E+1
1.043110E+2	1.501926E+1	2.321804E+1	1.000391E+1	8.198780E+0	1.775219E+1	9.516383E-4	7.590705E-4	5.224701E-4	3.855087E+1
