Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
2.302000E+0	2.003830E+1	2.142149E+1	1.004142E+1	1.383184E+0	2.049936E+1	-9.918892E-8	0.000000E+0	3.708005E-6	-3.969838E-3
3.428000E+0	2.003839E+1	2.141780E+1	1.004039E+1	1.379410E+0	2.049820E+1	3.580158E-7	0.000000E+0	2.760173E-6	1.432887E-2
4.551000E+0	2.003839E+1	2.142052E+1	1.004154E+1	1.382127E+0	2.049910E+1	1.650631E-6	0.000000E+0	4.901535E-6	6.606321E-2
5.673000E+0	2.003849E+1	2.169787E+1	1.004031E+1	1.659380E+0	2.059162E+1	-8.848811E-7	0.000000E+0	-1.075120E-6	-3.541559E-2
6.799000E+0	2.003834E+1	2.170269E+1	1.004106E+1	1.664351E+0	2.059312E+1	8.595538E-6	0.000000E+0	1.743680E-5	3.440192E-1
7.924000E+0	2.003839E+1	2.170256E+1	1.003970E+1	1.664164E+0	2.059312E+1	2.155701E-5	0.000000E+0	3.787867E-5	8.627760E-1
9.048000E+0	2.003846E+1	2.170266E+1	1.004095E+1	1.664204E+0	2.059319E+1	3.483450E-5	0.000000E+0	5.866645E-5	1.394181E+0
1.016500E+1	2.003838E+1	2.169976E+1	1.003962E+1	1.661384E+0	2.059217E+1	4.275245E-5	0.000000E+0	7.594120E-5	1.711081E+0
1.128600E+1	2.003835E+1	2.170250E+1	1.004098E+1	1.664157E+0	2.059306E+1	5.406565E-5	0.000000E+0	9.552583E-5	2.163869E+0
1.240600E+1	2.003839E+1	2.197907E+1	1.004127E+1	1.940690E+0	2.068528E+1	5.842623E-5	0.000000E+0	1.017645E-4	2.338393E+0
1.352700E+1	2.003825E+1	2.198355E+1	1.004146E+1	1.945294E+0	2.068668E+1	7.070477E-5	0.000000E+0	1.248312E-4	2.829817E+0
1.465000E+1	2.003822E+1	2.197852E+1	1.004130E+1	1.940301E+0	2.068498E+1	7.906420E-5	0.000000E+0	1.391154E-4	3.164386E+0
1.577100E+1	2.003815E+1	2.198399E+1	1.004131E+1	1.945839E+0	2.068676E+1	8.990349E-5	0.000000E+0	1.585544E-4	3.598207E+0
1.689100E+1	2.003820E+1	2.226647E+1	1.004144E+1	2.228278E+0	2.078096E+1	9.231314E-5	0.000000E+0	1.616581E-4	3.694649E+0
1.801200E+1	2.003850E+1	2.227114E+1	1.004133E+1	2.232639E+0	2.078271E+1	1.030329E-4	0.000000E+0	1.735644E-4	4.123685E+0
1.913300E+1	2.003823E+1	2.226564E+1	1.004130E+1	2.227409E+0	2.078070E+1	1.159746E-4	0.000000E+0	2.002164E-4	4.641650E+0
2.027400E+1	2.003831E+1	2.227145E+1	1.004032E+1	2.233140E+0	2.078269E+1	1.157245E-4	0.000000E+0	1.983456E-4	4.631640E+0
2.139300E+1	2.003835E+1	2.227118E+1	1.003967E+1	2.232826E+0	2.078263E+1	1.258665E-4	0.000000E+0	2.142944E-4	5.037556E+0
2.251300E+1	2.003846E+1	2.255196E+1	1.009396E+1	2.513494E+0	2.087629E+1	1.183642E-4	0.000000E+0	1.998766E-4	4.737292E+0
2.369300E+1	2.003835E+1	2.254608E+1	1.009404E+1	2.507728E+0	2.087426E+1	1.317218E-4	2.391069E-5	2.241365E-4	5.271903E+0
2.481800E+1	2.003830E+1	2.255245E+1	1.004148E+1	2.514154E+0	2.087635E+1	1.370135E-4	6.408065E-5	2.335873E-4	5.483693E+0
2.594300E+1	2.003819E+1	2.283022E+1	1.004130E+1	2.792034E+0	2.096887E+1	1.432493E-4	6.503708E-5	2.459426E-4	5.733269E+0
2.706200E+1	2.003820E+1	2.283651E+1	1.004138E+1	2.798309E+0	2.097097E+1	1.594506E-4	6.503708E-5	2.723295E-4	6.381690E+0
2.822400E+1	2.003831E+1	2.283677E+1	1.004103E+1	2.798455E+0	2.097113E+1	1.700828E-4	6.503708E-5	2.881216E-4	6.807225E+0
2.934300E+1	2.003841E+1	2.283093E+1	1.004125E+1	2.792521E+0	2.096925E+1	1.916349E-4	6.503708E-5	3.219777E-4	7.669803E+0
3.046300E+1	2.003821E+1	2.312015E+1	1.004145E+1	3.081938E+0	2.106553E+1	1.947654E-4	6.503708E-5	3.308229E-4	7.795095E+0
3.158500E+1	2.003816E+1	2.311470E+1	1.004123E+1	3.076541E+0	2.106368E+1	2.105607E-4	6.503708E-5	3.579488E-4	8.427272E+0
3.270800E+1	2.003825E+1	2.311979E+1	1.004139E+1	3.081544E+0	2.106543E+1	2.326584E-4	6.503708E-5	3.929219E-4	9.311687E+0
3.383100E+1	2.003836E+1	2.340290E+1	1.004129E+1	3.364535E+0	2.115988E+1	2.456259E-4	6.503708E-5	4.122725E-4	9.830685E+0
3.497600E+1	2.003838E+1	2.340708E+1	1.004105E+1	3.368701E+0	2.116128E+1	2.624971E-4	6.503708E-5	4.398662E-4	1.050592E+1
3.609400E+1	2.003828E+1	2.340677E+1	1.003973E+1	3.368495E+0	2.116111E+1	2.743681E-4	6.503708E-5	4.614858E-4	1.098103E+1
3.721500E+1	2.003830E+1	2.340657E+1	1.009406E+1	3.368274E+0	2.116105E+1	2.960078E-4	6.503708E-5	4.967756E-4	1.184712E+1
3.833600E+1	2.003833E+1	2.368601E+1	1.009284E+1	3.647680E+0	2.125422E+1	3.051086E-4	9.492544E-5	5.114517E-4	1.221136E+1
3.946300E+1	2.003823E+1	2.368145E+1	1.004143E+1	3.643218E+0	2.125264E+1	3.149364E-4	1.346172E-4	5.295444E-4	1.260470E+1
4.059000E+1	2.003825E+1	2.368668E+1	1.004130E+1	3.648433E+0	2.125439E+1	3.290023E-4	1.355736E-4	5.525264E-4	1.316766E+1
4.171600E+1	2.003850E+1	2.368085E+1	1.004139E+1	3.642349E+0	2.125262E+1	3.493156E-4	1.355736E-4	5.815238E-4	1.398066E+1
4.283500E+1	2.003830E+1	2.396883E+1	1.004138E+1	3.930536E+0	2.134848E+1	3.516274E-4	1.355736E-4	5.888801E-4	1.407318E+1
4.396000E+1	2.003826E+1	2.396219E+1	1.004132E+1	3.923925E+0	2.134624E+1	3.652353E-4	1.355736E-4	6.120981E-4	1.461781E+1
4.508500E+1	2.003827E+1	2.397014E+1	1.004092E+1	3.931870E+0	2.134889E+1	3.737639E-4	1.355736E-4	6.258455E-4	1.495915E+1
4.622400E+1	2.003825E+1	2.425314E+1	1.004004E+1	4.214892E+0	2.144322E+1	3.845710E-4	1.355736E-4	6.443075E-4	1.539169E+1
4.734500E+1	2.003823E+1	2.425358E+1	1.004142E+1	4.215350E+0	2.144335E+1	3.972815E-4	1.355736E-4	6.657191E-4	1.590040E+1
4.846300E+1	2.003832E+1	2.424971E+1	1.004019E+1	4.211388E+0	2.144212E+1	4.112315E-4	1.355736E-4	6.869200E-4	1.645872E+1
4.961200E+1	2.009130E+1	2.420977E+1	1.004130E+1	4.118470E+0	2.146413E+1	4.183617E-4	1.355736E-4	-2.878318E-4	1.674409E+1
5.073500E+1	2.009121E+1	2.450254E+1	1.004113E+1	4.411331E+0	2.156165E+1	4.293760E-4	1.355736E-4	-6.934904E-4	1.718492E+1
5.185500E+1	2.009120E+1	2.450121E+1	1.004119E+1	4.410012E+0	2.156121E+1	4.482884E-4	1.355736E-4	-1.227470E-3	1.794185E+1
5.297400E+1	2.003848E+1	2.454275E+1	1.004111E+1	4.504264E+0	2.153990E+1	4.520939E-4	1.355736E-4	-9.275832E-4	1.809416E+1
5.409400E+1	1.998377E+1	2.457133E+1	1.004103E+1	4.587554E+0	2.151296E+1	4.615108E-4	1.355736E-4	-1.890073E-5	1.847105E+1
5.521500E+1	1.998366E+1	2.457832E+1	1.004099E+1	4.594657E+0	2.151521E+1	4.791286E-4	1.355736E-4	1.235415E-5	1.917617E+1
5.633800E+1	1.998322E+1	2.485336E+1	1.004131E+1	4.870140E+0	2.160660E+1	4.869038E-4	1.355736E-4	3.326910E-5	1.948735E+1
5.746400E+1	1.998323E+1	2.486025E+1	1.004143E+1	4.877021E+0	2.160891E+1	4.994163E-4	1.355736E-4	5.344801E-5	1.998814E+1
5.858600E+1	1.998315E+1	2.485330E+1	1.004139E+1	4.870147E+0	2.160653E+1	5.103633E-4	1.355736E-4	7.303123E-5	2.042627E+1
5.973800E+1	1.998367E+1	2.485334E+1	1.004114E+1	4.869673E+0	2.160689E+1	5.219096E-4	1.355736E-4	8.288304E-5	2.088839E+1
6.086000E+1	1.998368E+1	2.514676E+1	1.004115E+1	5.163073E+0	2.170471E+1	5.307401E-4	1.355736E-4	9.716689E-5	2.124181E+1
6.197900E+1	1.998386E+1	2.514726E+1	1.009420E+1	5.163398E+0	2.170500E+1	5.394800E-4	1.355736E-4	1.084041E-4	2.159161E+1
6.311600E+1	1.998324E+1	2.514767E+1	1.009447E+1	5.164431E+0	2.170472E+1	5.570101E-4	1.654620E-4	1.486862E-4	2.229321E+1
6.424100E+1	1.998370E+1	2.542631E+1	1.004021E+1	5.442618E+0	2.179790E+1	5.598960E-4	2.053928E-4	1.450209E-4	2.240872E+1
6.536600E+1	1.998378E+1	2.543074E+1	1.004135E+1	5.446965E+0	2.179943E+1	5.710706E-4	2.063493E-4	1.622893E-4	2.285596E+1
6.649100E+1	1.998371E+1	2.542411E+1	1.004016E+1	5.440409E+0	2.179718E+1	5.861551E-4	2.063493E-4	1.885888E-4	2.345969E+1
6.761000E+1	1.998384E+1	2.543223E+1	1.004099E+1	5.448386E+0	2.179997E+1	5.961914E-4	2.063493E-4	2.025277E-4	2.386137E+1
6.873200E+1	1.998380E+1	2.571172E+1	1.003977E+1	5.727922E+0	2.189310E+1	6.038027E-4	2.063493E-4	2.159642E-4	2.416600E+1
6.985700E+1	1.998384E+1	2.571717E+1	1.004134E+1	5.733331E+0	2.189495E+1	6.191973E-4	2.063493E-4	2.409130E-4	2.478213E+1
7.097800E+1	1.998364E+1	2.571477E+1	1.003987E+1	5.731130E+0	2.189402E+1	6.300400E-4	2.063493E-4	2.623924E-4	2.521609E+1
7.210000E+1	1.998322E+1	2.599766E+1	1.004155E+1	6.014447E+0	2.198803E+1	6.375101E-4	2.063493E-4	2.822872E-4	2.551507E+1
7.322600E+1	1.998337E+1	2.599661E+1	1.004027E+1	6.013244E+0	2.198778E+1	6.489738E-4	2.063493E-4	2.985539E-4	2.597388E+1
7.434700E+1	1.998325E+1	2.599707E+1	1.004167E+1	6.013816E+0	2.198785E+1	6.620724E-4	2.063493E-4	3.225958E-4	2.649812E+1
7.546600E+1	1.998339E+1	2.627524E+1	1.004035E+1	6.291850E+0	2.208068E+1	6.667102E-4	2.063493E-4	3.276580E-4	2.668374E+1
7.658800E+1	1.998368E+1	2.627792E+1	1.004150E+1	6.294240E+0	2.208176E+1	6.807299E-4	2.063493E-4	3.455407E-4	2.724485E+1
7.771500E+1	1.998381E+1	2.627730E+1	1.003982E+1	6.293492E+0	2.208164E+1	6.997516E-4	2.063493E-4	3.746730E-4	2.800616E+1
7.885500E+1	1.998376E+1	2.655427E+1	1.009429E+1	6.570517E+0	2.217393E+1	7.079327E-4	2.063493E-4	3.893959E-4	2.833359E+1
7.997500E+1	1.998373E+1	2.656163E+1	1.009425E+1	6.577905E+0	2.217636E+1	7.184162E-4	2.362376E-4	4.068021E-4	2.875317E+1
8.113900E+1	2.003828E+1	2.652425E+1	1.009432E+1	6.485968E+0	2.220027E+1	7.352551E-4	2.771249E-4	-4.820230E-4	2.942712E+1
8.227100E+1	2.003819E+1	2.652565E+1	1.004039E+1	6.487463E+0	2.220067E+1	7.461933E-4	3.261418E-4	-4.621264E-4	2.986489E+1
8.339100E+1	2.003827E+1	2.681401E+1	1.004157E+1	6.775742E+0	2.229685E+1	7.547322E-4	3.278156E-4	-4.496149E-4	3.020665E+1
8.450900E+1	2.003825E+1	2.681260E+1	1.004031E+1	6.774356E+0	2.229636E+1	7.685570E-4	3.278156E-4	-4.262152E-4	3.075996E+1
8.563500E+1	2.003832E+1	2.681379E+1	9.989472E+0	6.775476E+0	2.229681E+1	7.780832E-4	3.278156E-4	-4.117485E-4	3.114122E+1
