Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
2.287000E+0	5.999142E+1	6.191181E+1	1.000300E+1	1.920385E+0	6.063155E+1	-6.223487E-7	0.000000E+0	-5.200667E-6	-2.486097E-2
3.405000E+0	5.999112E+1	6.190133E+1	1.000422E+1	1.910219E+0	6.062786E+1	2.055756E-6	0.000000E+0	4.092919E-6	8.212128E-2
4.523000E+0	5.999218E+1	6.191076E+1	1.000409E+1	1.918572E+0	6.063171E+1	3.705304E-6	0.000000E+0	-1.004663E-5	1.480158E-1
5.646000E+0	5.999214E+1	6.219311E+1	1.000413E+1	2.200967E+0	6.072580E+1	-1.653847E-6	0.000000E+0	-1.832297E-5	-6.606622E-2
6.767000E+0	5.999191E+1	6.220239E+1	1.000411E+1	2.210481E+0	6.072874E+1	-3.965746E-6	0.000000E+0	-1.849971E-5	-1.584197E-1
7.888000E+0	5.999209E+1	6.219529E+1	1.000407E+1	2.203200E+0	6.072649E+1	-3.596092E-6	0.000000E+0	-2.071839E-5	-1.436531E-1
9.013000E+0	5.999234E+1	6.249033E+1	1.000390E+1	2.497989E+0	6.082500E+1	2.291753E-6	0.000000E+0	-1.487802E-5	9.154864E-2
1.013000E+1	5.999188E+1	6.248002E+1	1.005606E+1	2.488138E+0	6.082126E+1	1.163705E-5	0.000000E+0	1.060412E-5	4.648654E-1
1.125700E+1	5.999197E+1	6.248999E+1	1.005469E+1	2.498017E+0	6.082464E+1	2.359948E-5	1.592132E-5	2.941311E-5	9.427282E-1
1.239600E+1	5.999094E+1	6.277732E+1	1.000399E+1	2.786380E+0	6.091973E+1	3.670369E-5	4.342177E-5	6.756106E-5	1.466202E+0
1.351800E+1	5.999102E+1	6.277758E+1	1.000279E+1	2.786556E+0	6.091987E+1	5.640732E-5	4.438670E-5	9.892183E-5	2.253303E+0
1.463500E+1	5.999120E+1	6.306342E+1	1.000410E+1	3.072224E+0	6.101527E+1	7.166038E-5	4.438670E-5	1.218327E-4	2.862617E+0
1.575200E+1	5.999121E+1	6.306706E+1	1.000297E+1	3.075852E+0	6.101649E+1	7.946328E-5	4.414547E-5	1.346682E-4	3.174320E+0
1.687500E+1	5.999203E+1	6.306516E+1	1.000421E+1	3.073127E+0	6.101641E+1	9.641292E-5	4.438670E-5	1.498522E-4	3.851407E+0
1.800100E+1	5.999194E+1	6.306995E+1	1.000293E+1	3.078010E+0	6.101794E+1	1.085973E-4	4.438670E-5	1.717462E-4	4.338136E+0
1.912600E+1	5.999206E+1	6.335233E+1	1.000408E+1	3.360269E+0	6.111215E+1	1.129418E-4	4.414547E-5	1.768219E-4	4.511687E+0
2.024400E+1	5.999171E+1	6.335445E+1	1.000283E+1	3.362733E+0	6.111263E+1	1.299557E-4	4.438670E-5	2.108743E-4	5.191339E+0
2.136600E+1	5.999189E+1	6.334717E+1	1.000373E+1	3.355276E+0	6.111032E+1	1.404130E-4	4.414547E-5	2.252422E-4	5.609077E+0
2.248400E+1	5.999201E+1	6.363538E+1	1.000269E+1	3.643369E+0	6.120646E+1	1.414302E-4	4.414547E-5	2.253707E-4	5.649714E+0
2.361700E+1	5.999126E+1	6.363622E+1	1.000374E+1	3.644965E+0	6.120624E+1	1.610559E-4	4.438670E-5	2.697524E-4	6.433700E+0
2.474100E+1	5.999100E+1	6.363655E+1	1.000286E+1	3.645548E+0	6.120618E+1	1.725747E-4	4.414547E-5	2.930094E-4	6.893841E+0
2.586100E+1	5.999197E+1	6.363288E+1	1.000410E+1	3.640902E+0	6.120561E+1	1.860833E-4	4.414547E-5	3.001610E-4	7.433472E+0
