Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
2.288000E+0	6.004558E+1	2.539327E+2	1.000413E+1	1.938871E+2	1.246746E+2	-8.605848E-7	0.000000E+0	2.267898E-6	-3.437778E-2
3.426000E+0	6.004557E+1	2.539326E+2	1.005625E+1	1.938871E+2	1.246746E+2	2.030324E-6	0.000000E+0	7.275577E-6	8.110535E-2
4.553000E+0	6.004573E+1	2.536367E+2	1.005489E+1	1.935909E+2	1.245760E+2	1.003498E-5	1.568008E-5	1.797446E-5	4.008672E-1
5.695000E+0	6.004506E+1	2.530699E+2	1.005611E+1	1.930249E+2	1.243867E+2	1.757327E-5	4.269807E-5	4.147487E-5	7.019996E-1
6.825000E+0	6.004583E+1	2.522141E+2	1.000378E+1	1.921683E+2	1.241019E+2	4.815453E-5	7.454071E-5	7.995921E-5	1.923629E+0
7.973000E+0	6.004574E+1	2.511552E+2	1.000391E+1	1.911094E+2	1.237489E+2	5.699381E-5	7.526440E-5	9.612423E-5	2.276732E+0
9.162000E+0	6.004511E+1	2.498867E+2	1.000387E+1	1.898416E+2	1.233256E+2	8.309948E-5	7.526440E-5	1.498573E-4	3.319575E+0
1.028200E+1	6.004526E+1	2.490234E+2	1.000400E+1	1.889782E+2	1.230380E+2	7.978238E-5	7.526440E-5	1.448731E-4	3.187067E+0
1.142200E+1	6.004560E+1	2.481555E+2	1.000249E+1	1.881099E+2	1.227489E+2	7.115746E-5	7.502317E-5	1.249301E-4	2.842527E+0
1.256200E+1	6.004582E+1	2.474534E+2	1.000395E+1	1.874075E+2	1.225150E+2	7.121012E-5	7.502317E-5	1.211967E-4	2.844631E+0
1.369700E+1	6.004508E+1	2.467254E+2	1.000392E+1	1.866803E+2	1.222718E+2	6.732602E-5	7.526440E-5	1.269332E-4	2.689473E+0
1.483400E+1	6.004578E+1	2.461382E+2	1.000295E+1	1.860924E+2	1.220766E+2	4.674996E-5	7.526440E-5	8.131337E-5	1.867521E+0
1.597800E+1	6.004587E+1	2.452798E+2	1.000285E+1	1.852339E+2	1.217905E+2	4.732450E-5	7.526440E-5	8.061089E-5	1.890472E+0
1.710100E+1	6.004506E+1	2.447143E+2	1.000397E+1	1.846692E+2	1.216015E+2	3.267534E-5	7.526440E-5	6.950062E-5	1.305282E+0
1.822300E+1	6.004516E+1	2.438487E+2	1.000328E+1	1.838035E+2	1.213130E+2	2.296350E-5	7.502317E-5	5.169485E-5	9.173229E-1
1.940200E+1	6.004515E+1	2.432703E+2	1.000392E+1	1.832251E+2	1.211202E+2	1.682428E-5	7.502317E-5	4.163881E-5	6.720794E-1
2.052600E+1	6.004491E+1	2.424253E+2	1.000401E+1	1.823804E+2	1.208384E+2	2.022215E-5	7.526440E-5	3.987496E-5	8.078142E-1
2.165100E+1	6.004552E+1	2.418319E+2	1.000370E+1	1.817864E+2	1.206410E+2	1.359055E-6	7.526440E-5	9.729550E-6	5.429018E-2
2.277600E+1	6.004559E+1	2.412553E+2	1.000367E+1	1.812097E+2	1.204488E+2	-1.361443E-5	7.526440E-5	-1.660092E-5	-5.438555E-1
2.390100E+1	6.004563E+1	2.403895E+2	1.000397E+1	1.803438E+2	1.201602E+2	-1.919591E-5	7.502317E-5	-2.622604E-5	-7.668192E-1
2.502600E+1	6.004543E+1	2.398127E+2	1.000270E+1	1.797673E+2	1.199679E+2	-3.823896E-5	7.502317E-5	-5.472150E-5	-1.527532E+0
2.615100E+1	6.004558E+1	2.390868E+2	1.000394E+1	1.790412E+2	1.197260E+2	-5.167945E-5	7.526440E-5	-7.991437E-5	-2.064439E+0
2.727600E+1	5.999072E+1	2.384074E+2	1.000285E+1	1.784166E+2	1.194629E+2	-6.014852E-5	7.526440E-5	7.624318E-4	-2.402753E+0
2.840000E+1	5.999050E+1	2.378522E+2	1.000396E+1	1.778617E+2	1.192777E+2	-7.719893E-5	7.526440E-5	7.377291E-4	-3.083866E+0
2.951700E+1	5.999065E+1	2.369876E+2	1.000317E+1	1.769969E+2	1.189896E+2	-8.318970E-5	7.526440E-5	7.250813E-4	-3.323179E+0
3.063200E+1	5.999063E+1	2.364121E+2	1.000391E+1	1.764215E+2	1.187978E+2	-9.425514E-5	7.502317E-5	7.071652E-4	-3.765210E+0
3.175000E+1	6.004513E+1	2.358060E+2	1.000407E+1	1.757608E+2	1.186321E+2	-1.084751E-4	7.526440E-5	-1.675546E-4	-4.333253E+0
3.286900E+1	6.004494E+1	2.352270E+2	1.000390E+1	1.751821E+2	1.184390E+2	-1.210406E-4	7.526440E-5	-1.963774E-4	-4.835209E+0
3.398400E+1	6.004491E+1	2.343790E+2	1.000398E+1	1.743341E+2	1.181563E+2	-1.275187E-4	7.526440E-5	-2.068219E-4	-5.093988E+0
3.509900E+1	5.999054E+1	2.338369E+2	1.000286E+1	1.738463E+2	1.179393E+2	-1.439119E-4	7.526440E-5	6.257775E-4	-5.748849E+0
