C:\Documents and Settings\Physique des Roches\Mes documents\Jamie\R10\R10-4\trx_50_R10_4_w_AE.DTA
MISTRAS-2001 (r) Location Version 
Version E4.40

Thu Oct 22 09:39:55 2015

 ID     SSSSSSSS.mmmuuun AMP  ABS-ENERGY
  1        0.2536445  42  39.970E+00
  1        1.3721888  44  39.970E+00
  1        3.5900570  43  39.970E+00
  1        3.6540133  41  39.970E+00
  1        3.8158155  43   0.000E+00
  1        3.8724960  43   0.000E+00
  1        4.6735653  42   0.000E+00
  1        8.1311253  44   0.000E+00
  1        9.2500592  49   2.351E+00
  1       10.3687425  50   5.106E+00
  1       12.7110763  40   5.106E+00
  1       13.3496395  42   5.106E+00
  1       13.7106720  45   5.106E+00
  1       13.8074868  40   5.106E+00
  1       14.8667778  44   5.106E+00
  1       15.9962405  40   5.106E+00
  1       16.0928402  42   0.000E+00
  1       17.2133630  42   0.000E+00
  1       18.2355417  40   0.000E+00
  1       18.3318440  41   0.000E+00
  1       19.3630650  45   0.000E+00
  1       19.4594558  42   0.000E+00
  1       20.5468495  47   1.693E+00
  1       21.5657777  43   1.693E+00
  1       22.7147393  41   1.693E+00
  1       22.8110378  42   0.000E+00
  1       24.9254815  44   0.000E+00
  1       27.2011845  44   0.000E+00
  1       27.2974675  39   0.000E+00
  1       30.6647705  41   0.000E+00
  1       31.4392263  44   0.000E+00
  1       32.7716050  43   0.000E+00
  1       33.8908030  39   0.000E+00
  1       35.1627733  44   0.000E+00
  1       36.3912240  41   0.000E+00
  1       37.5388308  51   5.841E+00
  1       38.6562950  45   0.000E+00
  1       38.7207775  42   0.000E+00
  1       40.9146567  50   3.376E+00
  1       40.9785408  45   3.376E+00
  1       41.0110945  43   3.376E+00
  1       42.0984403  43   3.376E+00
  1       43.1536718  42   3.376E+00
  1       43.2175990  44   3.376E+00
  1       44.3371682  43   3.376E+00
  1       45.3586000  43   3.376E+00
  1       45.4549255  45   3.376E+00
  1       46.5064205  43   0.000E+00
  1       46.6027310  43   0.000E+00
  1       47.4872730  43   0.000E+00
  1       47.6272173  41   0.000E+00
  1       48.7145673  42   0.000E+00
  1       48.7467288  42   0.000E+00
  1       49.8341195  44   0.000E+00
  1       49.8662880  41   0.000E+00
  1       52.2087198  42   0.000E+00
  1       53.2949548  42   0.000E+00
  1       53.3273015  43   0.000E+00
  1       54.3161540  43   0.000E+00
  1       55.5060427  40   0.000E+00
  1       56.4759782  45 860.989E-03
  1       56.6355190  48   1.608E+00
  1       57.8448397  50   3.444E+00
  1       58.9633915  43   3.444E+00
  1       59.0597040  41   3.444E+00
  1       60.0828767  51   4.165E+00
  1       61.2014460  44   0.000E+00
  1       61.2977585  43   0.000E+00
  1       63.5535563  43   0.000E+00
  1       65.8648750  40   0.000E+00
  1       65.9290360  42   0.000E+00
  1       68.1120617  41   0.000E+00
  1       70.3688643  44   0.000E+00
  1       70.4333438  43   0.000E+00
  1       72.6110152  44   0.000E+00
  1       73.8330910  40   0.000E+00
  1       74.9528268  44   0.000E+00
  1       79.3913048  39   0.000E+00
  1       80.5110855  41   0.000E+00
  1       82.6881207  43   0.000E+00
  1       85.0193140  41   0.000E+00
  1       91.6779507  40   0.000E+00
  1       92.7972527  41   0.000E+00
  1       92.8612015  42   0.000E+00
  1       93.9778495  43   0.000E+00
  1       95.0967465  42   0.000E+00
  1       96.1898525  41   0.000E+00
  1       98.4033043  41   0.000E+00
  1       98.4995935  43   0.000E+00
  1      100.6053810  40   0.000E+00
  1      101.7558260  41   0.000E+00
  1      102.8756680  41   0.000E+00
  1      103.9948250  43   0.000E+00
  1      105.2176350  44   0.000E+00
  1      106.2062463  43   0.000E+00
  1      108.4900943  44   0.000E+00
  1      108.5545655  44   0.000E+00
  1      108.5866143  42   0.000E+00
  1      109.6090360  39   0.000E+00
  1      110.7021590  47   1.796E+00
  1      112.9705757  51   4.196E+00
  1      113.0344858  40   4.196E+00
  1      114.0629560  42   4.196E+00
  1      115.1822905  44   0.000E+00
  1      116.4366745  43   0.000E+00
  1      117.5961678  43   0.000E+00
  1      118.6265805  40   0.000E+00
  1      123.1098438  41   0.000E+00
  1      124.2300882  40   0.000E+00
  1      125.4552670  41   0.000E+00
  1      128.7195150  43   0.000E+00
  1      129.8390870  50   4.796E+00
  1      132.0793503  50   3.057E+00
  1      134.2981338  41   3.057E+00
  1      134.3622615  41   3.057E+00
  1      135.4814438  41   3.057E+00
  1      137.6986345  45   3.057E+00
  1      137.9153370  49  98.815E+00
  1      138.8885975  38  98.815E+00
  1      139.9820592  40  98.815E+00
  1      141.0666525  41  98.815E+00
  1      142.2906268  43  98.815E+00
  1      144.5071415  39  98.815E+00
  1      147.8171747  51   6.302E+00
  1      147.9135403  42   0.000E+00
  1      148.9089860  42   0.000E+00
  1      150.0579360  51   6.486E+00
  1      150.3865825  50  70.435E+00
  1      151.1756530  46   1.504E+00
  1      151.2395530  45   1.504E+00
  1      154.5261383  41   1.504E+00
  1      154.5906263  41   1.504E+00
  1      155.6468557  49   2.948E+00
  1      156.7664228  42   0.000E+00
  1      156.8303398  41   0.000E+00
  1      157.8971005  50   2.893E+00
  1      157.9933970  43   2.893E+00
  1      159.0348600  43   2.893E+00
  1      160.1198145  44   2.893E+00
  1      161.3106295  41   0.000E+00
  1      162.4054930  42   0.000E+00
  1      162.5014755  41   0.000E+00
  1      163.4989145  42   0.000E+00
  1      164.6195633  44   0.000E+00
  1      165.7389883  44   0.000E+00
  1      167.9877045  43   0.000E+00
  1      169.1376633  43   0.000E+00
  1      170.2550690  44   0.000E+00
  1      174.7365368  46   1.879E+00
  1      175.8742150  50   3.253E+00
  1      175.9381523  49   2.259E+00
  1      178.1349920  45   2.259E+00
  1      178.1994758  41   2.259E+00
  1      179.2555718  47   2.963E+00
  1      181.3804040  57 499.799E+00
  1      181.5569785  44 499.799E+00
  1      182.5784355  44 499.799E+00
  1      182.7213640  43 499.799E+00
  1      183.6626215  45   8.383E+00
  1      184.8487977  40   0.000E+00
  1      186.0383677  43   0.000E+00
  1      186.0701695  42   0.000E+00
  1      187.1286213  40   0.000E+00
  1      188.2774875  43   0.000E+00
  1      189.3627125  42   0.000E+00
  1      189.3921147  74  26.418E+03
  1      189.4592877  42  26.418E+03
  1      190.4588890  41  26.418E+03
  1      190.5556613  43  26.418E+03
  1      190.8157653  67  10.516E+03
  1      191.5769590  44  10.516E+03
  1      192.6556413  45   6.461E+00
  1      192.7956035  42   6.461E+00
  1      193.8158608  43   6.461E+00
  1      194.5468700  52 129.194E+00
  1      194.9623768  44   0.000E+00
  1      195.0586752  40   0.000E+00
  1      199.4420798  43   0.000E+00
  1      200.5912360  39   0.000E+00
  1      200.6234588  41   0.000E+00
  1      201.7398942  42   0.000E+00
  1      201.8038075  40   0.000E+00
  1      201.8362395  41   0.000E+00
  1      202.8334810  44   0.000E+00
  1      203.9909060  44   0.000E+00
  1      204.0872200  43   0.000E+00
  1      205.1736058  41   0.000E+00
  1      208.4883495  41   0.000E+00
  1      208.5846365  42   0.000E+00
  1      210.7112675  48   1.992E+00
  1      211.8310675  49   3.483E+00
  1      212.9504015  43   3.483E+00
  1      214.0993335  42   3.483E+00
  1      215.2157748  51   5.825E+00
  1      215.2796652  39   5.825E+00
  1      216.3088232  43   5.825E+00
  1      218.5462278  42   5.825E+00
  1      218.5784735  43   5.825E+00
  1      219.6668142  41   5.825E+00
  1      219.6990552  43   0.000E+00
  1      220.9216855  43   0.000E+00
  1      222.0414893  42   0.000E+00
  1      224.1659858  42   0.000E+00
  1      225.2856055  42   0.000E+00
  1      225.8417260  48   7.358E+00
  1      226.5423463  41   7.358E+00
  1      226.5545953  53 104.297E+00
  1      227.5741675  43 104.297E+00
  1      227.6699140  42 104.297E+00
  1      227.8057208  48  80.425E+00
  1      228.6945070  42  80.425E+00
  1      229.4568688  47  15.538E+00
  1      229.9180603  43  15.538E+00
  1      232.5343962  61   2.983E+03
  1      233.1924540  43   2.983E+03
  1      234.4156202  47 973.454E-03
  1      235.4245927  45 973.454E-03
  1      237.7620358  42 973.454E-03
  1      238.8287633  51   7.049E+00
  1      238.8924728  39   7.049E+00
  1      238.9248905  43   7.049E+00
  1      239.9240835  42   7.049E+00
  1      240.2776128  64   8.490E+03
  1      242.2229915  43   8.490E+03
  1      243.3413158  44   8.490E+03
  1      244.4593660  43   8.490E+03
  1      245.5553850  47   5.533E+00
  1      245.5776633  41   5.533E+00
  1      245.6097080  50   2.971E+00
  1      246.4826868  53 224.324E+00
  1      246.6985125  42 224.324E+00
  1      246.7301595  48   3.347E+00
  1      247.8179510  44   3.347E+00
  1      247.8500132  42   3.347E+00
  1      247.8756933  50 162.704E+00
  1      248.9687375  41 162.704E+00
  1      254.6352053  41 162.704E+00
  1      255.5780133  49  21.908E+00
  1      255.7296028  41  21.908E+00
  1      256.8235660  44  21.908E+00
  1      256.9195967  43  21.908E+00
  1      257.9398220  41  21.908E+00
  1      261.3007998  40  21.908E+00
  1      262.3951410  45  21.908E+00
  1      263.5134305  44   0.000E+00
  1      264.6706658  41   0.000E+00
  1      266.9174585  40   0.000E+00
  1      268.1638322  60 599.190E+00
  1      268.1722557  41 599.190E+00
  1      269.1712430  44 599.190E+00
  1      270.2909920  44   0.000E+00
  1      271.4108660  43   0.000E+00
  1      272.7090000  61   4.076E+03
  1      273.6979738  43   4.076E+03
  1      273.7943277  42   4.076E+03
  1      274.0782825  46  11.834E+00
  1      274.8162875  41  11.834E+00
  1      275.7243603  61   1.859E+03
  1      275.8997723  40   1.859E+03
  1      276.1694832  45   1.859E+03
  1      278.1646770  46 594.909E-03
  1      279.2868563  44   0.000E+00
  1      280.0294960  57 660.384E+00
  1      280.0891443  62   3.990E+03
  1      280.3311365  44   3.990E+03
  1      280.4045777  42   3.990E+03
  1      280.4685118  42   3.990E+03
  1      281.0466998  49  87.028E+00
  1      281.4986735  40  87.028E+00
  1      282.6492745  42  87.028E+00
  1      283.7770938  42  87.028E+00
  1      283.8733965  41   0.000E+00
  1      284.9058450  44   0.000E+00
  1      284.9697695  42   0.000E+00
  1      285.0015875  45   0.000E+00
  1      286.0242080  43   0.000E+00
  1      287.1182857  40   0.000E+00
  1      287.7428523  48  24.648E+00
  1      288.3723880  42  24.648E+00
  1      289.3070848  52 167.176E+00
  1      289.3688225  43 167.176E+00
  1      290.1520945  61   3.528E+03
  1      290.4880665  42   3.528E+03
  1      291.0872882  57 381.624E+00
  1      291.6359745  43   0.000E+00
  1      291.7322310  42   0.000E+00
  1      292.6452670  44   0.000E+00
  1      292.7555382  43   0.000E+00
  1      293.9163720  57   1.139E+03
  1      295.5351268  51  96.751E+00
  1      296.1243255  42  96.751E+00
  1      296.2205890  41  96.751E+00
