Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
2.261000E+0	6.004567E+1	2.365007E+2	1.005603E+1	1.764550E+2	1.188640E+2	2.743713E-6	-4.852025E-6	6.395396E-6	1.094193E-1
3.390000E+0	6.004624E+1	2.365090E+2	1.005631E+1	1.764628E+2	1.188672E+2	-2.492288E-6	1.455607E-6	-1.162315E-5	-9.939245E-2
4.574000E+0	6.004606E+1	2.365004E+2	1.005655E+1	1.764543E+2	1.188642E+2	6.130919E-7	1.188746E-5	-3.566750E-6	2.445010E-2
5.700000E+0	6.004585E+1	2.362241E+2	1.005638E+1	1.761783E+2	1.187719E+2	1.052033E-5	2.523053E-5	1.644019E-5	4.195507E-1
6.886000E+0	6.009953E+1	2.356018E+2	1.000430E+1	1.755023E+2	1.186003E+2	2.885261E-5	4.245522E-5	-8.263170E-4	1.150642E+0
8.007000E+0	6.004599E+1	2.350734E+2	1.000325E+1	1.750274E+2	1.183885E+2	4.917226E-5	4.294042E-5	-3.690820E-4	1.960990E+0
9.122000E+0	6.004615E+1	2.344987E+2	1.000439E+1	1.744526E+2	1.181970E+2	5.420372E-5	4.294042E-5	-3.798835E-4	2.161644E+0
1.024200E+1	6.004613E+1	2.336270E+2	1.000316E+1	1.735808E+2	1.179064E+2	7.805982E-5	4.294042E-5	-3.393759E-4	3.113026E+0
1.136100E+1	6.004587E+1	2.330424E+2	1.000421E+1	1.729966E+2	1.177114E+2	8.148527E-5	4.294042E-5	-3.295983E-4	3.249632E+0
1.248200E+1	6.004596E+1	2.321767E+2	1.000308E+1	1.721307E+2	1.174229E+2	7.724679E-5	4.269782E-5	-3.379442E-4	3.080602E+0
1.360900E+1	6.004545E+1	2.316028E+2	1.000400E+1	1.715573E+2	1.172312E+2	8.259962E-5	4.294042E-5	-3.205990E-4	3.294073E+0
1.473400E+1	6.004539E+1	2.307328E+2	1.000258E+1	1.706874E+2	1.169412E+2	7.725608E-5	4.294042E-5	-3.289220E-4	3.080972E+0
1.585900E+1	6.004537E+1	2.301466E+2	1.000401E+1	1.701012E+2	1.167458E+2	6.043313E-5	4.294042E-5	-3.564823E-4	2.410073E+0
1.698000E+1	6.004610E+1	2.292994E+2	1.000388E+1	1.692533E+2	1.164639E+2	5.488348E-5	4.269782E-5	-3.778139E-4	2.188753E+0
