C:\Documents and Settings\Physique des Roches\Mes documents\Jamie\R10\R10-5\trx_50_R10_5_w_AE.DTA
MISTRAS-2001 (r) Location Version 
Version E4.40

Mon Nov 02 09:55:55 2015

 ID     SSSSSSSS.mmmuuun AMP  ABS-ENERGY
  1        0.0042363  47  83.259E+00
  1        0.0076735  46  35.837E+00
  1        0.0241925  47  50.341E+00
  1        0.0376845  46  14.559E+00
  1        0.0509823  46   5.109E+00
  1        0.0676227  46   2.734E+00
  1        0.0841812  47  47.056E+00
  1        0.0976020  46  13.686E+00
  1        0.1109763  46   5.259E+00
  1        0.1341597  47  18.413E+00
  1        0.1409120  45   1.847E+00
  1        0.1575945  45   5.669E+00
  1        0.1741098  46   8.466E+00
  1        0.1875303  46  12.151E+00
  1        0.2009055  44  12.151E+00
  1        0.2240880  48  18.586E+00
  1        0.2340295  46  65.371E+00
  1        0.2508365  46   9.710E+00
  1        0.2640378  46  43.588E+00
  1        0.2840360  46  34.044E+00
  1        0.2940200  48  17.791E+00
  1        0.3140173  47  13.787E+00
  1        0.3340140  47  15.708E+00
  1        0.3407653  46   6.328E+00
  1        0.3540133  46   5.666E+00
  1        0.3839497  46  10.333E+00
  1        0.3873888  45   0.000E+00
  1        0.4039470  46  10.285E+00
  1        0.4239435  46  12.586E+00
  1        0.4439428  45   1.934E+00
  1        0.4506943  45   0.000E+00
  1        0.4973120  46  10.836E+00
  1        0.5138742  45   3.458E+00
  1        0.5338717  45 704.208E-03
  1        0.5638065  46   8.300E+00
  1        0.5838043  46   9.218E+00
  1        0.6038018  46   4.152E+00
  1        0.6237993  45   1.335E+00
  1        0.6571740  45   1.335E+00
  1        0.6937310  45   0.000E+00
  1        1.8028685  45   2.090E+00
  1        1.8228662  45   2.090E+00
  1        1.8428630  46   5.810E+00
  1        1.9327913  46   6.583E+00
  1        1.9627270  46   5.267E+00
  1        2.0027213  47  12.022E+00
  1        2.0227185  46   9.928E+00
  1        2.0427162  46   5.675E+00
  1        2.0626673  46  32.087E+00
  1        2.0826630  46  30.535E+00
  1        2.0960880  45  30.535E+00
  1        2.1126473  46  10.912E+00
  1        2.1160830  47  10.572E+00
  1        2.1326463  46   4.281E+00
  1        2.1526433  45   2.792E+00
  1        2.1593927  45   2.130E+00
  1        2.1825785  46   7.585E+00
  1        2.1925905  45   0.000E+00
  1        2.2225730  46   8.178E+00
  1        2.2425697  46   8.915E+00
  1        2.2625695  45   0.000E+00
  1        2.2725058  46  12.961E+00
  1        2.2825198  45   4.732E+00
  1        2.2992535  46   1.496E+00
  1        2.3125005  46  10.473E+00
  1        2.3324980  46   8.715E+00
  1        2.3425115  45   3.447E+00
  1        2.3824317  46  12.796E+00
  1        2.3924462  45  12.796E+00
  1        2.4024287  47  19.158E+00
  1        2.4224275  46   7.076E+00
  1        2.4323667  45 670.320E-03
  1        2.4623780  45   0.000E+00
  1        2.4757972  46   8.753E+00
  1        2.4923578  46  10.916E+00
  1        2.5123553  46   8.360E+00
  1        2.5222950  46   3.375E+00
  1        2.5422893  46  16.153E+00
  1        2.5622880  47  15.164E+00
  1        2.5822853  47  16.985E+00
  1        2.5857225  46   7.136E+00
  1        2.6022833  46  10.248E+00
  1        2.6222805  46  12.817E+00
  1        2.6322213  45   0.000E+00
  1        2.6522170  46   7.938E+00
  1        2.6722138  46   9.887E+00
  1        2.6922113  45   3.978E+00
  1        2.7021510  45  66.170E+00
  1        2.7221490  46   6.903E+00
  1        2.7421440  47  14.926E+00
  1        2.7621420  46  13.211E+00
  1        2.7755963  45   1.352E+00
  1        2.7821390  46  10.294E+00
  1        2.7955950  45   3.430E+00
  1        2.8121553  45 664.734E-03
  1        2.8320738  46   7.794E+00
  1        2.8520710  46   6.566E+00
  1        2.8720670  46   8.025E+00
  1        2.8820065  46  64.342E+00
  1        2.8920647  46   4.250E+00
  1        2.9220005  46   7.736E+00
  1        2.9419978  46   9.155E+00
  1        2.9619960  45   2.605E+00
  1        3.0219883  45   2.605E+00
  1        3.0519248  45   2.605E+00
  1        3.0719218  45   2.605E+00
  1        3.1218538  46   4.893E+00
  1        3.1418500  46   9.540E+00
  1        3.1618473  46   8.859E+00
  1        3.1818450  46   5.785E+00
  1        3.2317790  46   6.068E+00
  1        3.2517773  45   2.056E+00
  1        3.3217085  45   2.056E+00
  1        3.3617017  46   3.550E+00
  1        3.3816993  46   5.002E+00
  1        5.3936035  45   5.002E+00
  1        5.4600982  45   5.002E+00
  1        5.4800935  46   5.532E+00
  1        5.5000922  45   5.532E+00
  1        5.5200892  45   5.263E+00
  1        5.5235260  45   6.833E+00
  1        5.5400860  46   6.914E+00
  1        5.5600850  45   6.914E+00
  1        5.5668345  46   7.716E+00
  1        5.5900183  46  13.111E+00
  1        5.5999583  45  74.467E+00
  1        5.6134545  46   5.763E+00
  1        5.6300152  45   2.458E+00
  1        5.6433903  46   6.737E+00
  1        5.6599490  47  20.483E+00
  1        5.6799468  47  19.367E+00
  1        5.6898870  46  80.481E+00
  1        5.7033825  46   8.863E+00
  1        5.7199425  46   9.249E+00
  1        5.7333187  46  12.678E+00
  1        5.7498795  46  94.334E+00
  1        5.7633760  46  11.727E+00
  1        5.7798135  47 176.247E+00
  1        5.7933103  46  85.357E+00
  1        5.8098708  46 161.075E+00
  1        5.8232463  46  12.274E+00
  1        5.8398065  46  92.680E+00
  1        5.8533042  46   9.501E+00
  1        5.8697440  46  95.637E+00
  1        5.8832382  47  15.800E+00
  1        5.8997993  46 165.928E+00
  1        5.9131743  46 166.160E+00
  1        5.9297353  46 171.271E+00
  1        5.9432325  47  12.643E+00
  1        5.9596713  46 170.365E+00
  1        5.9731675  46  10.377E+00
  1        5.9897290  45   2.676E+00
  1        6.0031032  46  97.139E+00
  1        6.0196630  46 164.354E+00
  1        6.0396600  46 159.565E+00
  1        6.0495993  46  91.650E+00
  1        6.0664085  46  10.238E+00
  1        6.0796555  46  13.759E+00
  1        6.0995330  46  89.894E+00
  1        6.1095928  46   8.579E+00
  1        6.1264025  45   5.263E+00
  1        6.1395275  46   5.531E+00
  1        6.1563385  45   5.531E+00
  1        6.1695842  46  10.272E+00
  1        6.1963330  45  10.272E+00
  1        6.2195183  46   9.686E+00
  1        6.2728902  45   0.000E+00
  1        6.2995113  44   0.000E+00
  1        8.1280247  46   2.689E+00
  1        8.1480217  46   5.334E+00
  1        8.2179550  45   0.000E+00
  1        8.2379498  46  11.043E+00
  1        8.2579473  46  11.010E+00
  1        8.2779460  45   3.319E+00
  1        8.2979438  45   3.319E+00
  1        8.3478785  45   3.408E+00
  1        8.3678742  46   7.145E+00
  1        8.4178100  45   1.983E+00
  1        8.4212460  45   3.233E+00
  1        8.4378073  46   4.272E+00
  1        8.4578043  46   9.764E+00
  1        8.4877408  46   2.282E+00
  1        8.5277352  46   7.400E+00
  1        8.5311712  46   7.713E+00
  1        8.5477325  46   7.090E+00
  1        8.6176632  46  12.704E+00
  1        8.6376595  46  12.298E+00
  1        8.6576590  45 692.850E-03
  1        8.6675982  46   4.142E+00
  1        8.6875965  45   3.264E+00
  1        8.7075927  46   8.535E+00
  1        8.7275890  46  11.919E+00
  1        8.7310273  45  11.919E+00
  1        8.7475865  46  12.304E+00
  1        8.7710228  45   0.000E+00
  1        8.7775245  46   4.192E+00
  1        8.7975217  46  12.108E+00
  1        8.8174827  47  48.679E+00
  1        8.8209560  46   5.255E+00
  1        8.8375160  46  11.888E+00
  1        8.8574753  46  49.763E+00
  1        8.8674545  45   2.285E+00
  1        8.8874500  46  11.127E+00
  1        8.9074480  46  13.578E+00
  1        8.9108838  46   4.964E+00
  1        8.9274093  46  43.297E+00
  1        8.9474045  46  47.785E+00
  1        8.9573835  45   7.194E+00
  1        8.9708382  46  10.878E+00
  1        8.9874000  45   3.002E+00
  1        9.0008160  45   2.506E+00
  1        9.0173353  46  56.607E+00
  1        9.0373317  47  53.988E+00
  1        9.0473120  46  10.861E+00
  1        9.0673088  46  13.892E+00
  1        9.0773265  47  39.740E+00
  1        9.0940588  44  39.740E+00
  1        9.1072637  47  54.014E+00
  1        9.1240722  45  54.014E+00
  1        9.1372395  47  20.493E+00
  1        9.1572370  47  35.910E+00
  1        9.1672535  47  15.924E+00
  1        9.1839865  45   5.388E+00
  1        9.1971908  47  57.080E+00
  1        9.2171880  46  51.920E+00
  1        9.2271697  46   7.953E+00
  1        9.2439360  46  39.373E+00
  1        9.2571833  46  48.129E+00
  1        9.2771053  46  75.049E+00
  1        9.2871185  47  55.135E+00
  1        9.3071168  46  72.551E+00
  1        9.3170980  46  88.101E+00
  1        9.3339088  45   1.391E+00
  1        9.3471103  46   7.194E+00
  1        9.3671065  46   8.395E+00
  1        9.3770473  47  50.916E+00
  1        9.3970443  47  48.184E+00
  1        9.4070277  46   3.137E+00
  1        9.4238363  46   7.326E+00
  1        9.4370372  46  46.702E+00
  1        9.4537728  46   5.490E+00
  1        9.4770795  46   2.812E+00
  1        9.4937670  46  10.386E+00
  1        9.5104517  46   8.981E+00
  1        9.5270117  46  10.450E+00
  1        9.5403880  46   9.484E+00
  1        9.5537610  45   9.484E+00
  1        9.5769450  47  20.635E+00
  1        9.5836970  46   6.598E+00
  1        9.6003818  45   6.598E+00
  1        9.6169403  47  14.036E+00
  1        9.6303183  45   2.524E+00
  1        9.6436892  46   2.848E+00
  1        9.6668742  47  11.438E+00
  1        9.7268675  45   3.983E+00
  1        9.7368060  46   9.084E+00
  1        9.7568037  45   4.327E+00
  1        9.7602422  45   4.327E+00
  1        9.7768022  45 704.208E-03
  1        9.7967990  46   7.789E+00
  1        9.8167973  44   7.789E+00
  1        9.9067265  45   0.000E+00
  1        9.9366630  45   0.000E+00
  1       10.9158760  45   0.000E+00
  1       10.9558710  45 687.078E-03
  1       10.9758680  45 681.492E-03
  1       11.1357258  46   9.519E+00
  1       11.1557238  46   6.110E+00
  1       11.1757195  46   6.868E+00
  1       11.1957173  46   6.364E+00
  1       11.2256548  46   4.335E+00
  1       11.2290907  46   6.359E+00
  1       11.2456513  46   5.039E+00
  1       11.2656483  46   6.135E+00
  1       11.2756590  46   8.788E+00
  1       11.2890830  46   9.062E+00
  1       11.3056438  46   6.182E+00
  1       11.3190185  46   5.565E+00
  1       11.3355782  47  17.473E+00
  1       11.3555765  47  12.688E+00
  1       11.3655892  45   0.000E+00
  1       11.3823248  45   0.000E+00
  1       11.3955257  45  33.693E+00
  1       11.4089483  46   5.645E+00
  1       11.4223203  45   0.000E+00
  1       11.4455048  47  12.618E+00
  1       11.4522563  44   0.000E+00
  1       11.4855002  45   3.920E+00
  1       11.4922503  45   3.706E+00
  1       11.5088885  45  28.251E+00
  1       11.5254490  46   8.532E+00
  1       11.5388710  45   2.405E+00
