Q(MPa)	Defvolfluide	Q(MPa)	defvol
1.28E+02	1.88E-03	8.44E-01	4.40E-03
1.28E+02	1.88E-03	8.46E-01	4.40E-03
1.29E+02	1.88E-03	8.44E-01	4.40E-03
1.29E+02	1.88E-03		
1.30E+02	1.88E-03		
1.30E+02	1.89E-03		
1.30E+02	1.89E-03		
1.31E+02	1.92E-03		
1.31E+02	1.96E-03		
1.32E+02	1.99E-03		
1.32E+02	2.02E-03		
1.32E+02	2.02E-03		
1.33E+02	2.02E-03		
1.33E+02	2.02E-03		
1.34E+02	2.02E-03		
1.34E+02	2.02E-03		
1.35E+02	2.02E-03		
1.35E+02	2.02E-03		
1.36E+02	2.02E-03		
1.36E+02	2.02E-03		
1.37E+02	2.02E-03		
1.37E+02	2.02E-03		
1.37E+02	2.02E-03		
1.38E+02	2.02E-03		
1.38E+02	2.02E-03		
1.39E+02	2.02E-03		
1.39E+02	2.02E-03		
1.39E+02	2.02E-03		
1.40E+02	2.02E-03		
1.40E+02	2.02E-03		
1.41E+02	2.02E-03		
1.41E+02	2.02E-03		
1.41E+02	2.02E-03		
1.42E+02	2.02E-03		
1.42E+02	2.02E-03		
1.43E+02	2.02E-03		
1.43E+02	2.02E-03		
1.43E+02	2.02E-03		
1.44E+02	2.02E-03		
1.44E+02	2.02E-03		
1.45E+02	2.02E-03		
1.45E+02	2.03E-03		
1.45E+02	2.03E-03		
1.46E+02	2.03E-03		
1.46E+02	2.03E-03		
1.47E+02	2.03E-03		
1.47E+02	2.03E-03		
1.48E+02	2.03E-03		
1.48E+02	2.04E-03		
1.48E+02	2.04E-03		
1.49E+02	2.04E-03		
1.49E+02	2.04E-03		
1.50E+02	2.04E-03		
1.50E+02	2.04E-03		
1.50E+02	2.04E-03		
1.51E+02	2.04E-03		
1.51E+02	2.05E-03		
1.52E+02	2.05E-03		
1.52E+02	2.05E-03		
1.52E+02	2.05E-03		
1.53E+02	2.05E-03		
1.53E+02	2.05E-03		
1.54E+02	2.06E-03		
1.54E+02	2.06E-03		
1.54E+02	2.06E-03		
1.55E+02	2.06E-03		
1.55E+02	2.06E-03		
1.55E+02	2.06E-03		
1.56E+02	2.06E-03		
1.56E+02	2.06E-03		
1.56E+02	2.07E-03		
1.57E+02	2.07E-03		
1.57E+02	2.07E-03		
1.58E+02	2.08E-03		
1.58E+02	2.08E-03		
1.58E+02	2.08E-03		
1.59E+02	2.08E-03		
1.59E+02	2.08E-03		
1.60E+02	2.09E-03		
1.60E+02	2.09E-03		
1.61E+02	2.09E-03		
1.61E+02	2.09E-03		
1.61E+02	2.09E-03		
1.62E+02	2.09E-03		
1.62E+02	2.10E-03		
1.62E+02	2.10E-03		
1.63E+02	2.10E-03		
1.63E+02	2.10E-03		
1.63E+02	2.10E-03		
1.64E+02	2.10E-03		
1.64E+02	2.10E-03		
1.65E+02	2.10E-03		
1.65E+02	2.11E-03		
1.65E+02	2.11E-03		
1.66E+02	2.11E-03		
1.66E+02	2.11E-03		
1.66E+02	2.11E-03		
1.67E+02	2.11E-03		
1.67E+02	2.11E-03		
1.67E+02	2.11E-03		
1.68E+02	2.11E-03		
1.68E+02	2.11E-03		
1.68E+02	2.11E-03		
1.69E+02	2.11E-03		
1.69E+02	2.11E-03		
1.69E+02	2.11E-03		
1.70E+02	2.11E-03		
1.70E+02	2.11E-03		
1.71E+02	2.11E-03		
1.71E+02	2.11E-03		
1.71E+02	2.11E-03		
1.72E+02	2.11E-03		
1.72E+02	2.11E-03		
1.72E+02	2.11E-03		
1.73E+02	2.11E-03		
1.73E+02	2.11E-03		
1.73E+02	2.11E-03		
1.74E+02	2.11E-03		
1.74E+02	2.11E-03		
1.74E+02	2.11E-03		
1.75E+02	2.11E-03		
1.75E+02	2.11E-03		
1.75E+02	2.11E-03		
1.76E+02	2.11E-03		
1.76E+02	2.11E-03		
1.76E+02	2.11E-03		
1.77E+02	2.11E-03		
1.77E+02	2.11E-03		
1.77E+02	2.11E-03		
1.78E+02	2.11E-03		
1.78E+02	2.11E-03		
1.78E+02	2.11E-03		
1.78E+02	2.11E-03		
1.79E+02	2.11E-03		
1.79E+02	2.11E-03		
1.80E+02	2.11E-03		
1.80E+02	2.11E-03		
1.80E+02	2.11E-03		
1.80E+02	2.11E-03		
1.81E+02	2.11E-03		
1.81E+02	2.11E-03		
1.81E+02	2.11E-03		
1.82E+02	2.11E-03		
1.82E+02	2.11E-03		
1.82E+02	2.11E-03		
1.83E+02	2.11E-03		
1.83E+02	2.11E-03		
1.83E+02	2.11E-03		
1.84E+02	2.11E-03		
1.84E+02	2.09E-03		
1.84E+02	2.06E-03		
1.85E+02	2.03E-03		
1.85E+02	1.99E-03		
1.85E+02	1.96E-03		
1.85E+02	1.91E-03		
1.86E+02	1.91E-03		
1.86E+02	1.91E-03		
1.86E+02	1.91E-03		
1.86E+02	1.91E-03		
1.87E+02	1.91E-03		
1.87E+02	1.91E-03		
1.87E+02	1.91E-03		
1.88E+02	1.91E-03		
1.88E+02	1.91E-03		
1.88E+02	1.91E-03		
1.89E+02	1.91E-03		
1.89E+02	1.91E-03		
1.89E+02	1.91E-03		
1.90E+02	1.91E-03		
1.90E+02	1.91E-03		
1.90E+02	1.91E-03		
1.90E+02	1.91E-03		
1.91E+02	1.91E-03		
1.91E+02	1.91E-03		
1.91E+02	1.91E-03		
1.91E+02	1.89E-03		
1.92E+02	1.86E-03		
1.92E+02	1.86E-03		
1.92E+02	1.86E-03		
1.92E+02	1.86E-03		
1.93E+02	1.86E-03		
1.93E+02	1.86E-03		
1.93E+02	1.86E-03		
1.93E+02	1.86E-03		
1.94E+02	1.86E-03		
1.94E+02	1.86E-03		
1.94E+02	1.86E-03		
1.94E+02	1.86E-03		
1.95E+02	1.86E-03		
1.95E+02	1.86E-03		
1.95E+02	1.86E-03		
1.95E+02	1.86E-03		
1.96E+02	1.83E-03		
1.96E+02	1.80E-03		
1.96E+02	1.77E-03		
1.96E+02	1.77E-03		
1.97E+02	1.77E-03		
1.97E+02	1.77E-03		
1.97E+02	1.77E-03		
1.97E+02	1.77E-03		
1.97E+02	1.77E-03		
1.98E+02	1.77E-03		
1.98E+02	1.77E-03		
1.98E+02	1.77E-03		
1.98E+02	1.77E-03		
1.99E+02	1.77E-03		
1.99E+02	1.77E-03		
1.99E+02	1.77E-03		
1.99E+02	1.77E-03		
2.00E+02	1.75E-03		
2.00E+02	1.72E-03		
2.00E+02	1.68E-03		
2.00E+02	1.68E-03		
2.00E+02	1.68E-03		
2.00E+02	1.68E-03		
2.01E+02	1.68E-03		
2.01E+02	1.68E-03		
2.01E+02	1.68E-03		
2.01E+02	1.68E-03		
2.01E+02	1.68E-03		
2.02E+02	1.68E-03		
2.01E+02	1.68E-03		
2.02E+02	1.66E-03		
2.02E+02	1.63E-03		
2.02E+02	1.63E-03		
2.02E+02	1.63E-03		
2.02E+02	1.63E-03		
2.03E+02	1.63E-03		
2.03E+02	1.63E-03		
2.03E+02	1.63E-03		
2.03E+02	1.63E-03		
2.03E+02	1.63E-03		
2.04E+02	1.61E-03		
2.04E+02	1.58E-03		
2.04E+02	1.54E-03		
2.04E+02	1.54E-03		
2.04E+02	1.54E-03		
2.04E+02	1.54E-03		
2.04E+02	1.54E-03		
2.05E+02	1.54E-03		
2.05E+02	1.54E-03		
2.05E+02	1.54E-03		
2.05E+02	1.54E-03		
2.05E+02	1.54E-03		
2.05E+02	1.52E-03		
2.05E+02	1.49E-03		
2.05E+02	1.46E-03		
2.05E+02	1.42E-03		
2.05E+02	1.42E-03		
2.05E+02	1.42E-03		
2.05E+02	1.42E-03		
2.05E+02	1.42E-03		
2.05E+02	1.42E-03		
2.05E+02	1.42E-03		
2.05E+02	1.42E-03		
2.05E+02	1.42E-03		
2.05E+02	1.42E-03		
2.05E+02	1.42E-03		
2.05E+02	1.39E-03		
2.05E+02	1.37E-03		
2.05E+02	1.33E-03		
2.05E+02	1.30E-03		
2.05E+02	1.30E-03		
2.05E+02	1.30E-03		
2.05E+02	1.30E-03		
2.05E+02	1.30E-03		
2.05E+02	1.30E-03		
2.05E+02	1.30E-03		
2.05E+02	1.30E-03		
2.04E+02	1.30E-03		
2.04E+02	1.30E-03		
2.04E+02	1.27E-03		
2.04E+02	1.25E-03		
2.04E+02	1.21E-03		
2.04E+02	1.18E-03		
2.04E+02	1.18E-03		
2.03E+02	1.18E-03		
2.03E+02	1.18E-03		
2.03E+02	1.18E-03		
2.02E+02	1.18E-03		
2.02E+02	1.18E-03		
2.00E+02	1.15E-03		
1.98E+02	1.12E-03		
1.96E+02	1.09E-03		
1.94E+02	1.05E-03		
1.92E+02	1.02E-03		
1.90E+02	9.75E-04		
1.89E+02	9.29E-04		
1.87E+02	9.28E-04		
1.86E+02	9.28E-04		
1.85E+02	9.52E-04		
1.84E+02	9.52E-04		
1.83E+02	9.52E-04		
1.83E+02	9.52E-04		
1.82E+02	9.52E-04		
1.81E+02	9.52E-04		
1.81E+02	9.52E-04		
1.80E+02	9.52E-04		
1.80E+02	9.52E-04		
1.80E+02	9.52E-04		
1.79E+02	9.52E-04		
1.79E+02	9.52E-04		
1.79E+02	9.52E-04		
1.79E+02	9.52E-04		
1.79E+02	9.52E-04		
1.79E+02	9.52E-04		
1.79E+02	9.52E-04		
1.79E+02	9.52E-04		
1.79E+02	9.52E-04		
1.79E+02	9.52E-04		
1.80E+02	9.52E-04		
1.80E+02	9.52E-04		
1.81E+02	9.52E-04		
1.82E+02	9.52E-04		
1.83E+02	9.52E-04		
1.84E+02	9.52E-04		
1.84E+02	9.52E-04		
1.85E+02	9.52E-04		
1.85E+02	9.52E-04		
1.86E+02	9.52E-04		
1.86E+02	9.52E-04		
1.87E+02	9.52E-04		
1.87E+02	9.52E-04		
1.87E+02	9.52E-04		
1.88E+02	9.52E-04		
1.88E+02	9.52E-04		
1.88E+02	9.52E-04		
1.88E+02	9.52E-04		
1.88E+02	9.52E-04		
1.88E+02	9.52E-04		
1.88E+02	9.52E-04		
1.88E+02	9.52E-04		
1.88E+02	9.52E-04		
1.87E+02	9.52E-04		
1.86E+02	9.52E-04		
1.85E+02	9.52E-04		
1.85E+02	9.27E-04		
1.83E+02	8.99E-04		
1.82E+02	8.66E-04		
1.81E+02	8.31E-04		
1.79E+02	7.92E-04		
1.78E+02	7.90E-04		
1.76E+02	7.90E-04		
1.75E+02	7.90E-04		
1.74E+02	7.90E-04		
1.72E+02	7.90E-04		
1.71E+02	7.90E-04		
1.70E+02	7.90E-04		
1.69E+02	7.90E-04		
1.68E+02	7.90E-04		
1.67E+02	7.90E-04		
1.66E+02	7.90E-04		
1.66E+02	7.90E-04		
1.65E+02	7.90E-04		
1.65E+02	7.90E-04		
1.64E+02	7.90E-04		
1.64E+02	7.90E-04		
1.63E+02	7.90E-04		
1.63E+02	7.90E-04		
1.63E+02	7.90E-04		
1.63E+02	7.90E-04		
1.63E+02	7.90E-04		
1.63E+02	7.90E-04		
1.62E+02	7.90E-04		
1.62E+02	7.90E-04		
1.62E+02	7.90E-04		
1.62E+02	7.90E-04		
1.63E+02	7.90E-04		
1.63E+02	7.90E-04		
1.64E+02	7.90E-04		
1.64E+02	7.90E-04		
1.65E+02	7.90E-04		
1.65E+02	7.90E-04		
1.66E+02	7.90E-04		
1.66E+02	7.90E-04		
1.66E+02	7.90E-04		
1.66E+02	7.90E-04		
1.67E+02	7.90E-04		
1.67E+02	7.90E-04		
1.67E+02	7.90E-04		
1.67E+02	7.90E-04		
1.67E+02	8.15E-04		
1.67E+02	8.15E-04		
1.67E+02	8.15E-04		
1.66E+02	8.17E-04		
1.66E+02	8.17E-04		
1.66E+02	8.17E-04		
1.65E+02	8.17E-04		
1.65E+02	8.17E-04		
1.64E+02	8.17E-04		
1.64E+02	8.41E-04		
1.63E+02	8.42E-04		
1.63E+02	8.42E-04		
1.63E+02	8.44E-04		
1.62E+02	8.50E-04		
1.62E+02	8.50E-04		
1.61E+02	8.53E-04		
1.61E+02	8.59E-04		
1.60E+02	8.59E-04		
1.60E+02	8.59E-04		
1.59E+02	8.59E-04		
1.58E+02	8.59E-04		
1.58E+02	8.59E-04		
1.57E+02	8.62E-04		
1.56E+02	8.68E-04		
1.55E+02	8.68E-04		
1.55E+02	8.68E-04		
1.54E+02	8.68E-04		
1.53E+02	8.68E-04		
1.52E+02	8.68E-04		
1.52E+02	8.68E-04		
1.51E+02	8.71E-04		
1.51E+02	8.76E-04		
1.50E+02	8.76E-04		
1.50E+02	8.76E-04		
1.50E+02	8.76E-04		
1.50E+02	8.76E-04		
1.49E+02	8.76E-04		
1.49E+02	8.79E-04		
1.49E+02	8.85E-04		
1.49E+02	8.85E-04		
1.49E+02	8.88E-04		
1.49E+02	8.88E-04		
1.49E+02	8.88E-04		
1.49E+02	8.88E-04		
1.49E+02	8.87E-04		
1.50E+02	8.88E-04		
1.50E+02	8.90E-04		
1.51E+02	8.90E-04		
1.51E+02	8.93E-04		
1.51E+02	8.93E-04		
1.52E+02	8.96E-04		
1.52E+02	9.01E-04		
1.52E+02	9.09E-04		
1.52E+02	9.19E-04		
1.52E+02	9.20E-04		
1.52E+02	9.20E-04		
1.52E+02	9.22E-04		
1.52E+02	9.27E-04		
1.52E+02	9.27E-04		
1.52E+02	9.27E-04		
1.52E+02	9.27E-04		
1.52E+02	9.27E-04		
1.52E+02	9.27E-04		
1.51E+02	9.52E-04		
1.51E+02	9.93E-04		
1.51E+02	1.05E-03		
1.50E+02	1.05E-03		
1.50E+02	1.05E-03		
1.50E+02	1.05E-03		
1.50E+02	1.05E-03		
1.49E+02	1.05E-03		
1.49E+02	1.05E-03		
1.49E+02	1.05E-03		
1.49E+02	1.05E-03		
1.49E+02	1.05E-03		
1.48E+02	1.05E-03		
1.48E+02	1.05E-03		
1.48E+02	1.05E-03		
1.48E+02	1.05E-03		
1.48E+02	1.05E-03		
1.48E+02	1.05E-03		
1.48E+02	1.05E-03		
1.48E+02	1.05E-03		
1.48E+02	1.05E-03		
1.47E+02	1.07E-03		
1.47E+02	1.07E-03		
1.47E+02	1.07E-03		
1.47E+02	1.07E-03		
1.47E+02	1.07E-03		
1.47E+02	1.07E-03		
1.47E+02	1.07E-03		
1.47E+02	1.07E-03		
1.47E+02	1.07E-03		
1.46E+02	1.07E-03		
1.46E+02	1.07E-03		
1.46E+02	1.10E-03		
1.46E+02	1.10E-03		
1.46E+02	1.10E-03		
1.46E+02	1.10E-03		
1.46E+02	1.10E-03		
1.46E+02	1.10E-03		
1.46E+02	1.10E-03		
1.46E+02	1.10E-03		
1.45E+02	1.10E-03		
1.45E+02	1.10E-03		
1.45E+02	1.10E-03		
1.45E+02	1.10E-03		
1.45E+02	1.13E-03		
1.45E+02	1.13E-03		
1.45E+02	1.13E-03		
1.45E+02	1.13E-03		
1.45E+02	1.13E-03		
1.45E+02	1.13E-03		
1.44E+02	1.13E-03		
1.44E+02	1.13E-03		
1.44E+02	1.13E-03		
1.44E+02	1.13E-03		
1.44E+02	1.13E-03		
1.43E+02	1.14E-03		
1.43E+02	1.14E-03		
1.43E+02	1.14E-03		
1.43E+02	1.14E-03		
1.43E+02	1.14E-03		
1.43E+02	1.14E-03		
1.43E+02	1.14E-03		
1.43E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.42E+02	1.14E-03		
1.41E+02	1.14E-03		
1.41E+02	1.15E-03		
1.41E+02	1.15E-03		
1.41E+02	1.15E-03		
1.42E+02	1.15E-03		
1.42E+02	1.15E-03		
1.42E+02	1.15E-03		
1.42E+02	1.15E-03		
1.42E+02	1.15E-03		
1.42E+02	1.16E-03		
1.42E+02	1.16E-03		
1.42E+02	1.16E-03		
1.41E+02	1.16E-03		
1.41E+02	1.16E-03		
1.41E+02	1.17E-03		
1.41E+02	1.17E-03		
1.41E+02	1.17E-03		
1.41E+02	1.17E-03		
1.41E+02	1.17E-03		
1.41E+02	1.17E-03		
1.41E+02	1.17E-03		
1.41E+02	1.17E-03		
1.41E+02	1.18E-03		
1.40E+02	1.18E-03		
1.40E+02	1.19E-03		
1.40E+02	1.19E-03		
1.40E+02	1.19E-03		
1.40E+02	1.19E-03		
1.40E+02	1.19E-03		
1.39E+02	1.19E-03		
1.39E+02	1.19E-03		
1.39E+02	1.19E-03		
1.39E+02	1.19E-03		
1.39E+02	1.19E-03		
1.39E+02	1.19E-03		
1.38E+02	1.20E-03		
1.38E+02	1.23E-03		
1.38E+02	1.28E-03		
1.37E+02	1.33E-03		
1.37E+02	1.33E-03		
1.37E+02	1.33E-03		
1.37E+02	1.33E-03		
1.37E+02	1.33E-03		
1.36E+02	1.33E-03		
1.36E+02	1.33E-03		
1.36E+02	1.33E-03		
1.36E+02	1.33E-03		
1.35E+02	1.33E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.34E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.34E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.35E-03		
1.35E+02	1.36E-03		
1.35E+02	1.36E-03		
1.35E+02	1.39E-03		
1.35E+02	1.43E-03		
1.35E+02	1.43E-03		
1.35E+02	1.44E-03		
1.35E+02	1.44E-03		
1.35E+02	1.44E-03		
1.35E+02	1.44E-03		
1.35E+02	1.44E-03		
1.35E+02	1.44E-03		
1.34E+02	1.44E-03		
1.34E+02	1.44E-03		
1.34E+02	1.44E-03		
1.34E+02	1.44E-03		
1.34E+02	1.44E-03		
1.34E+02	1.45E-03		
1.34E+02	1.45E-03		
1.34E+02	1.48E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.52E-03		
1.35E+02	1.52E-03		
1.35E+02	1.52E-03		
1.34E+02	1.52E-03		
1.34E+02	1.53E-03		
1.35E+02	1.53E-03		
1.35E+02	1.53E-03		
1.35E+02	1.56E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.61E-03		
1.35E+02	1.64E-03		
1.35E+02	1.69E-03		
1.35E+02	1.71E-03		
1.35E+02	1.71E-03		
1.35E+02	1.72E-03		
1.35E+02	1.72E-03		
1.35E+02	1.72E-03		
1.35E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.36E+02	1.72E-03		
1.37E+02	1.72E-03		
1.37E+02	1.72E-03		
1.37E+02	1.72E-03		
1.37E+02	1.72E-03		
1.37E+02	1.75E-03		
1.37E+02	1.80E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.85E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.86E-03		
1.37E+02	1.89E-03		
1.37E+02	1.94E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	1.96E-03		
1.37E+02	2.00E-03		
1.37E+02	2.04E-03		
1.37E+02	2.04E-03		
1.37E+02	2.04E-03		
1.37E+02	2.04E-03		
1.37E+02	2.04E-03		
1.37E+02	2.04E-03		
1.37E+02	2.04E-03		
1.37E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.04E-03		
1.38E+02	2.05E-03		
1.38E+02	2.05E-03		
1.38E+02	2.05E-03		
1.38E+02	2.05E-03		
1.38E+02	2.08E-03		
1.39E+02	2.13E-03		
1.39E+02	2.13E-03		
1.38E+02	2.13E-03		
1.38E+02	2.13E-03		
1.39E+02	2.13E-03		
1.39E+02	2.13E-03		
1.39E+02	2.13E-03		
1.39E+02	2.13E-03		
1.39E+02	2.13E-03		
1.39E+02	2.13E-03		
1.39E+02	2.13E-03		
1.39E+02	2.13E-03		
1.39E+02	2.13E-03		
1.39E+02	2.16E-03		
1.39E+02	2.16E-03		
1.39E+02	2.16E-03		
1.39E+02	2.16E-03		
1.40E+02	2.16E-03		
1.39E+02	2.16E-03		
1.39E+02	2.16E-03		
1.39E+02	2.16E-03		
1.39E+02	2.16E-03		
1.40E+02	2.16E-03		
1.40E+02	2.16E-03		
1.40E+02	2.19E-03		
1.40E+02	2.24E-03		
1.40E+02	2.26E-03		
1.40E+02	2.27E-03		
1.40E+02	2.27E-03		
1.40E+02	2.27E-03		
1.40E+02	2.27E-03		
1.40E+02	2.27E-03		
1.40E+02	2.27E-03		
1.40E+02	2.27E-03		
1.40E+02	2.27E-03		
1.40E+02	2.27E-03		
1.40E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.27E-03		
1.41E+02	2.30E-03		
1.41E+02	2.30E-03		
1.41E+02	2.31E-03		
1.41E+02	2.31E-03		
1.41E+02	2.31E-03		
1.41E+02	2.31E-03		
1.41E+02	2.31E-03		
1.41E+02	2.31E-03		
1.41E+02	2.31E-03		
1.41E+02	2.31E-03		
1.41E+02	2.31E-03		
1.41E+02	2.34E-03		
1.41E+02	2.38E-03		
1.41E+02	2.44E-03		
1.41E+02	2.48E-03		
1.41E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.42E+02	2.48E-03		
1.43E+02	2.48E-03		
1.43E+02	2.48E-03		
1.43E+02	2.48E-03		
1.43E+02	2.48E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.50E-03		
1.43E+02	2.51E-03		
1.43E+02	2.51E-03		
1.43E+02	2.51E-03		
1.43E+02	2.51E-03		
1.43E+02	2.51E-03		
1.43E+02	2.51E-03		
1.43E+02	2.51E-03		
1.43E+02	2.51E-03		
1.43E+02	2.51E-03		
1.44E+02	2.51E-03		
1.44E+02	2.51E-03		
1.44E+02	2.51E-03		
1.44E+02	2.51E-03		
1.44E+02	2.51E-03		
1.44E+02	2.54E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.44E+02	2.56E-03		
1.45E+02	2.56E-03		
1.45E+02	2.56E-03		
1.45E+02	2.59E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.64E-03		
1.45E+02	2.67E-03		
1.45E+02	2.71E-03		
