Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
1.878000E+0	3.151322E+0	3.341350E+0	1.760933E+0	1.900277E-1	3.214664E+0	-8.010598E-7	0.000000E+0	1.530610E-3	-3.204239E-2
2.999000E+0	3.151429E+0	3.343336E+0	1.761476E+0	1.919066E-1	3.215398E+0	-3.034414E-7	0.000000E+0	1.527856E-3	-1.213766E-2
1.858800E+1	3.152363E+0	3.345436E+0	1.761885E+0	1.930725E-1	3.216721E+0	7.143348E-6	-1.632729E-5	1.510462E-3	2.857339E-1
1.971300E+1	3.152282E+0	3.346298E+0	1.762525E+0	1.940159E-1	3.216954E+0	5.771393E-6	-3.923423E-5	1.850043E-3	2.308557E-1
2.083600E+1	3.152443E+0	3.343651E+0	1.761600E+0	1.912085E-1	3.216179E+0	6.858949E-6	-8.529181E-5	2.537031E-3	2.743580E-1
2.196200E+1	3.205354E+0	3.345004E+0	1.762241E+0	1.396502E-1	3.251904E+0	-3.033374E-6	-1.547437E-4	2.052975E-3	-1.213350E-1
2.308000E+1	3.258648E+0	3.343940E+0	1.761423E+0	8.529207E-2	3.287079E+0	1.814507E-6	-2.468589E-4	1.781606E-3	7.258028E-2
2.420100E+1	3.311808E+0	3.344832E+0	1.762285E+0	3.302392E-2	3.322816E+0	-6.035184E-7	-3.628557E-4	1.528478E-3	-2.414074E-2
2.532100E+1	3.311790E+0	3.519944E+0	1.761440E+0	2.081545E-1	3.381175E+0	-1.055151E-5	-5.020032E-4	2.630892E-3	-4.220603E-1
2.644100E+1	3.389479E+0	3.519656E+0	1.762152E+0	1.301774E-1	3.432871E+0	-1.564635E-5	-6.635703E-4	2.007715E-3	-6.258539E-1
2.756100E+1	3.471625E+0	3.520231E+0	1.814315E+0	4.860642E-2	3.487827E+0	-2.424321E-5	-8.495064E-4	1.418737E-3	-9.697284E-1
2.867600E+1	3.524723E+0	3.690337E+0	1.815125E+0	1.656146E-1	3.579928E+0	-2.799222E-5	-1.036905E-3	1.119968E-3	-1.119689E+0
2.979900E+1	3.579022E+0	3.690740E+0	1.815258E+0	1.117188E-1	3.616261E+0	-2.541733E-5	-1.247210E-3	8.019686E-4	-1.016693E+0
3.091800E+1	3.632075E+0	3.688266E+0	1.867893E+0	5.619090E-2	3.650806E+0	-3.217600E-5	-1.479935E-3	6.401740E-4	-1.287040E+0
3.203500E+1	3.685903E+0	3.864789E+0	1.867938E+0	1.788864E-1	3.745531E+0	-2.736323E-5	-1.709979E-3	3.633806E-4	-1.094529E+0
3.315200E+1	3.739979E+0	3.863120E+0	1.922210E+0	1.231411E-1	3.781026E+0	-2.871962E-5	-1.957325E-3	2.630007E-4	-1.148785E+0
3.427400E+1	3.792605E+0	3.864444E+0	1.922273E+0	7.183857E-2	3.816552E+0	-2.933583E-5	-2.189563E-3	7.728011E-5	-1.173433E+0
3.539400E+1	3.845401E+0	4.036449E+0	1.921507E+0	1.910486E-1	3.909083E+0	-4.048296E-5	-2.427892E-3	5.907399E-5	-1.619319E+0
3.651500E+1	3.898543E+0	4.037773E+0	1.974801E+0	1.392298E-1	3.944953E+0	-3.983342E-5	-2.672802E-3	5.596750E-5	-1.593337E+0
3.763000E+1	3.951721E+0	4.036536E+0	1.973956E+0	8.481479E-2	3.979993E+0	-4.181854E-5	-2.680356E-3	-1.462354E-4	-1.672742E+0
3.874800E+1	4.005824E+0	4.037859E+0	1.974756E+0	3.203542E-2	4.016502E+0	-5.065748E-5	-2.680356E-3	-1.451907E-3	-2.026299E+0
3.986700E+1	4.005796E+0	4.037945E+0	1.974783E+0	3.214867E-2	4.016513E+0	-4.946377E-5	-2.680356E-3	-1.451232E-3	-1.978551E+0
4.098600E+1	4.005868E+0	4.037773E+0	1.973973E+0	3.190476E-2	4.016503E+0	-5.123174E-5	-2.680112E-3	-1.116958E-3	-2.049270E+0
4.210400E+1	4.005867E+0	4.218726E+0	1.974685E+0	2.128583E-1	4.076820E+0	-5.604237E-5	-2.680112E-3	-4.333934E-4	-2.241695E+0
4.321600E+1	4.058770E+0	4.217834E+0	1.973911E+0	1.590641E-1	4.111791E+0	-5.903314E-5	-2.680112E-3	-5.814068E-4	-2.361326E+0
4.433500E+1	4.058903E+0	4.218438E+0	1.974747E+0	1.595351E-1	4.112082E+0	-5.962871E-5	-2.680356E-3	4.763073E-4	-2.385148E+0
4.545400E+1	4.112410E+0	4.218409E+0	1.974863E+0	1.059994E-1	4.147743E+0	-5.570515E-5	-2.680356E-3	4.463012E-4	-2.228206E+0
4.657000E+1	4.165970E+0	4.387019E+0	1.974711E+0	2.210488E-1	4.239653E+0	-6.767548E-5	-2.680112E-3	4.863928E-4	-2.707019E+0
4.769100E+1	4.219477E+0	4.387134E+0	1.974791E+0	1.676571E-1	4.275362E+0	-6.938077E-5	-2.680112E-3	6.290225E-4	-2.775231E+0
4.880700E+1	4.326046E+0	4.387076E+0	1.974257E+0	6.103042E-2	4.346389E+0	-7.260649E-5	-2.680356E-3	-5.487659E-4	-2.904260E+0
4.992100E+1	4.379481E+0	4.557383E+0	1.974836E+0	1.779021E-1	4.438782E+0	-8.016504E-5	-2.680356E-3	-7.899376E-4	-3.206602E+0
5.104000E+1	4.433549E+0	4.555773E+0	1.974053E+0	1.222234E-1	4.474291E+0	-8.111681E-5	-2.680356E-3	-8.466056E-4	-3.244673E+0
5.215900E+1	4.486887E+0	4.557758E+0	1.974863E+0	7.087112E-2	4.510511E+0	-8.657132E-5	-2.680356E-3	-8.752636E-4	-3.462853E+0
5.327800E+1	4.540635E+0	4.725447E+0	2.028414E+0	1.848127E-1	4.602239E+0	-9.413201E-5	-2.680112E-3	-9.823281E-4	-3.765280E+0
5.439300E+1	4.594427E+0	4.727174E+0	2.028325E+0	1.327474E-1	4.638676E+0	-8.874551E-5	-2.680112E-3	-1.013263E-3	-3.549821E+0
5.551100E+1	4.648787E+0	4.726829E+0	2.028557E+0	7.804121E-2	4.674801E+0	-9.366271E-5	-2.680356E-3	-8.900516E-4	-3.746508E+0
5.662700E+1	4.648796E+0	4.727203E+0	2.027631E+0	7.840668E-2	4.674932E+0	-9.525734E-5	-2.680356E-3	3.238027E-4	-3.810294E+0
5.774400E+1	4.754796E+0	4.899898E+0	2.028468E+0	1.451025E-1	4.803164E+0	-1.011215E-4	-2.680356E-3	-7.538858E-4	-4.044859E+0
5.885800E+1	4.807787E+0	4.899323E+0	2.028575E+0	9.153591E-2	4.838299E+0	-1.050758E-4	-2.680356E-3	-8.288461E-4	-4.203033E+0
5.998100E+1	4.861819E+0	5.070523E+0	2.028316E+0	2.087036E-1	4.931387E+0	-1.139375E-4	-2.680112E-3	-8.955288E-4	-4.557500E+0
6.109700E+1	4.914926E+0	5.067703E+0	2.028530E+0	1.527775E-1	4.965851E+0	-1.170329E-4	-2.680112E-3	-9.289395E-4	-4.681315E+0
6.221400E+1	4.968406E+0	5.070782E+0	2.027711E+0	1.023758E-1	5.002531E+0	-1.137098E-4	-2.680112E-3	-1.280955E-3	-4.548391E+0
6.333800E+1	5.021921E+0	5.067329E+0	2.028441E+0	4.540758E-2	5.037057E+0	-1.189461E-4	-2.680356E-3	-2.551000E-3	-4.757845E+0
6.445900E+1	5.021734E+0	5.070436E+0	2.027649E+0	4.870166E-2	5.037968E+0	-1.208938E-4	-2.680356E-3	-2.546444E-3	-4.835753E+0
6.557500E+1	5.021930E+0	5.068422E+0	2.028423E+0	4.649189E-2	5.037428E+0	-1.246019E-4	-2.680356E-3	-2.551221E-3	-4.984075E+0
6.669200E+1	5.021931E+0	5.070350E+0	2.027614E+0	4.841954E-2	5.038071E+0	-1.252382E-4	-2.680356E-3	-2.551233E-3	-5.009530E+0
6.780600E+1	5.021967E+0	5.070322E+0	2.028317E+0	4.835484E-2	5.038085E+0	-1.134494E-4	-2.680112E-3	-2.552360E-3	-4.537975E+0
6.892900E+1	5.021665E+0	5.070121E+0	2.028370E+0	4.845607E-2	5.037817E+0	-1.263225E-4	-2.680112E-3	-2.544991E-3	-5.052898E+0
7.004600E+1	5.021593E+0	5.070235E+0	2.027507E+0	4.864204E-2	5.037807E+0	-1.154867E-4	-2.680112E-3	-2.543247E-3	-4.619470E+0
7.116000E+1	4.968398E+0	5.067071E+0	2.028379E+0	9.867266E-2	5.001289E+0	-1.189751E-4	-2.680356E-3	-1.246653E-3	-4.759006E+0
7.227900E+1	4.968451E+0	5.070350E+0	2.027524E+0	1.018994E-1	5.002417E+0	-1.143804E-4	-2.680356E-3	-1.247931E-3	-4.575214E+0
7.339900E+1	4.968290E+0	5.067041E+0	2.028423E+0	9.875115E-2	5.001207E+0	-1.214030E-4	-2.680356E-3	-1.244014E-3	-4.856121E+0
7.451000E+1	4.968415E+0	5.069947E+0	2.028405E+0	1.015323E-1	5.002259E+0	-1.187883E-4	-2.680356E-3	-1.247059E-3	-4.751533E+0
7.562600E+1	4.968299E+0	5.070465E+0	2.028254E+0	1.021659E-1	5.002355E+0	-1.158724E-4	-2.680112E-3	-1.244247E-3	-4.634895E+0
7.674500E+1	4.968353E+0	5.070379E+0	2.028414E+0	1.020262E-1	5.002362E+0	-1.206059E-4	-2.680112E-3	-1.245548E-3	-4.824238E+0
7.786100E+1	4.968371E+0	5.070552E+0	2.027632E+0	1.021810E-1	5.002431E+0	-1.186243E-4	-2.680112E-3	-1.245990E-3	-4.744973E+0
7.898200E+1	4.968540E+0	5.067445E+0	2.028468E+0	9.890493E-2	5.001509E+0	-1.206661E-4	-2.680112E-3	-1.250116E-3	-4.826642E+0
8.009900E+1	4.968425E+0	5.070438E+0	2.027739E+0	1.020127E-1	5.002429E+0	-1.161911E-4	-2.680356E-3	-1.247303E-3	-4.647643E+0
8.121200E+1	4.968273E+0	5.067416E+0	2.028415E+0	9.914286E-2	5.001321E+0	-1.141098E-4	-2.680356E-3	-1.243607E-3	-4.564391E+0
8.233200E+1	4.968478E+0	5.070811E+0	2.028522E+0	1.023335E-1	5.002589E+0	-1.230347E-4	-2.680356E-3	-1.248594E-3	-4.921387E+0
8.345000E+1	4.968229E+0	5.070754E+0	2.028326E+0	1.025249E-1	5.002404E+0	-1.193240E-4	-2.680356E-3	-1.242770E-3	-4.772961E+0
8.456800E+1	4.968407E+0	5.070610E+0	2.027952E+0	1.022032E-1	5.002474E+0	-1.133658E-4	-2.680356E-3	-1.247105E-3	-4.534634E+0
8.568300E+1	4.968361E+0	5.070206E+0	2.027845E+0	1.018450E-1	5.002310E+0	-1.121999E-4	-2.680356E-3	-1.246001E-3	-4.487996E+0
8.679800E+1	4.968415E+0	5.067530E+0	2.028441E+0	9.911568E-2	5.001453E+0	-1.179743E-4	-2.680356E-3	-1.247303E-3	-4.718973E+0
9.684900E+1	4.754591E+0	4.899295E+0	2.028432E+0	1.447031E-1	4.802826E+0	-1.113034E-4	-2.680356E-3	1.656501E-3	-4.452134E+0
1.069040E+2	4.968459E+0	5.070666E+0	2.028486E+0	1.022073E-1	5.002528E+0	-1.211174E-4	-2.684499E-3	3.736226E-4	-4.844694E+0
1.169670E+2	5.075260E+0	5.242039E+0	2.028414E+0	1.667792E-1	5.130853E+0	-1.299734E-4	-2.934038E-3	4.986953E-5	-5.198937E+0
1.270410E+2	5.181757E+0	5.239909E+0	2.081636E+0	5.815239E-2	5.201141E+0	-1.306385E-4	-3.450907E-3	-6.469238E-4	-5.225540E+0
1.371040E+2	5.289412E+0	5.411569E+0	2.135918E+0	1.221572E-1	5.330131E+0	-1.485964E-4	-4.119351E-3	-1.700868E-4	-5.943855E+0
1.471760E+2	5.396505E+0	5.411971E+0	2.240405E+0	1.546651E-2	5.401660E+0	-1.548689E-4	-4.947900E-3	-3.641505E-4	-6.194757E+0
1.572520E+2	5.502479E+0	5.588926E+0	2.346440E+0	8.644713E-2	5.531295E+0	-1.678094E-4	-5.804230E-3	-4.656297E-4	-6.712377E+0
1.673260E+2	5.608550E+0	5.757738E+0	2.452440E+0	1.491882E-1	5.658279E+0	-1.758748E-4	-6.660316E-3	-6.253986E-4	-7.034991E+0
1.774090E+2	5.661355E+0	5.756990E+0	2.559481E+0	9.563567E-2	5.693233E+0	-1.811697E-4	-7.497638E-3	6.541836E-4	-7.246789E+0
1.874760E+2	5.769488E+0	5.929800E+0	2.665595E+0	1.603112E-1	5.822925E+0	-1.791538E-4	-8.310103E-3	7.093739E-4	-7.166152E+0
1.975430E+2	5.876307E+0	5.929311E+0	2.772876E+0	5.300375E-2	5.893975E+0	-1.844112E-4	-9.058965E-3	4.700692E-4	-7.376450E+0
2.076240E+2	5.982625E+0	6.096107E+0	2.879641E+0	1.134817E-1	6.020453E+0	-1.946218E-4	-9.783214E-3	6.031628E-5	-7.784873E+0
2.177070E+2	6.089960E+0	6.275105E+0	2.989813E+0	1.851445E-1	6.151675E+0	-2.010291E-4	-1.045897E-2	3.438617E-4	-8.041164E+0
2.277870E+2	6.197436E+0	6.274154E+0	3.093989E+0	7.671845E-2	6.223009E+0	-2.084834E-4	-1.108379E-2	4.522580E-4	-8.339338E+0
2.378490E+2	6.305154E+0	6.444607E+0	3.199989E+0	1.394531E-1	6.351638E+0	-2.271604E-4	-1.164964E-2	2.428579E-6	-9.086418E+0
2.479210E+2	6.412771E+0	6.445066E+0	3.305213E+0	3.229441E-2	6.423536E+0	-2.457115E-4	-1.221939E-2	4.609374E-4	-9.828461E+0
2.579880E+2	6.518763E+0	6.619057E+0	3.411712E+0	1.002939E-1	6.552194E+0	-2.508917E-4	-1.276697E-2	3.625163E-4	-1.003567E+1
2.680660E+2	6.625555E+0	6.788214E+0	3.515799E+0	1.626593E-1	6.679775E+0	-2.642745E-4	-1.327530E-2	-9.849066E-5	-1.057098E+1
2.781300E+2	6.679205E+0	6.788042E+0	3.623970E+0	1.088368E-1	6.715484E+0	-2.648455E-4	-1.374149E-2	7.036086E-4	-1.059382E+1
2.882030E+2	6.785888E+0	6.963498E+0	3.730066E+0	1.776102E-1	6.845091E+0	-2.796094E-4	-1.422984E-2	5.170774E-4	-1.118437E+1
2.982690E+2	6.891986E+0	6.963528E+0	3.837090E+0	7.154167E-2	6.915833E+0	-2.841439E-4	-1.469529E-2	2.083055E-5	-1.136576E+1
3.083370E+2	6.999107E+0	7.131361E+0	3.941728E+0	1.322542E-1	7.043192E+0	-2.839794E-4	-1.512053E-2	-3.892641E-4	-1.135918E+1
3.184000E+2	7.106309E+0	7.131852E+0	4.048084E+0	2.554265E-2	7.114823E+0	-2.947573E-4	-1.554992E-2	-4.174590E-4	-1.179029E+1
3.284700E+2	7.212485E+0	7.302589E+0	4.152678E+0	9.010356E-2	7.242520E+0	-3.004532E-4	-1.593665E-2	-2.982268E-4	-1.201813E+1
3.385410E+2	7.318316E+0	7.302302E+0	4.260261E+0	-1.601438E-2	7.312978E+0	-3.041946E-4	-1.627953E-2	-1.903545E-4	-1.216778E+1
3.486170E+2	7.425747E+0	7.473126E+0	4.365015E+0	4.737919E-2	7.441540E+0	-3.188083E-4	-1.664506E-2	-1.775378E-4	-1.275233E+1
3.586930E+2	7.532148E+0	7.646513E+0	4.473844E+0	1.143650E-1	7.570270E+0	-3.292684E-4	-1.699330E-2	-2.377575E-4	-1.317074E+1
3.687590E+2	7.585629E+0	7.644010E+0	4.580458E+0	5.838157E-2	7.605089E+0	-3.339343E-4	-1.735908E-2	6.009627E-4	-1.335737E+1
3.788280E+2	7.691612E+0	7.812305E+0	4.689020E+0	1.206932E-1	7.731843E+0	-3.406762E-4	-1.769927E-2	1.890491E-4	-1.362705E+1
3.889140E+2	7.798981E+0	7.988884E+0	4.793427E+0	1.899034E-1	7.862282E+0	-3.431935E-4	-1.800973E-2	-2.574883E-4	-1.372774E+1
3.989850E+2	7.906092E+0	7.988884E+0	4.899542E+0	8.279189E-2	7.933689E+0	-3.490054E-4	-1.833384E-2	-3.160373E-4	-1.396021E+1
4.090520E+2	8.013844E+0	8.160860E+0	5.005061E+0	1.470164E-1	8.062849E+0	-3.567048E-4	-1.863797E-2	-3.282044E-4	-1.426819E+1
4.191150E+2	8.121073E+0	8.161465E+0	5.111613E+0	4.039244E-2	8.134537E+0	-3.651303E-4	-1.894380E-2	-2.268292E-4	-1.460521E+1
4.292010E+2	8.227509E+0	8.336204E+0	5.215807E+0	1.086958E-1	8.263740E+0	-3.688416E-4	-1.922697E-2	-5.103045E-4	-1.475366E+1
4.392740E+2	8.334531E+0	8.333470E+0	5.322998E+0	-1.060477E-3	8.334177E+0	-3.710982E-4	-1.953767E-2	-3.668105E-4	-1.484393E+1
4.493450E+2	8.441420E+0	8.502683E+0	5.376238E+0	6.126386E-2	8.461841E+0	-3.835514E-4	-1.982450E-2	-4.984483E-4	-1.534206E+1
4.594190E+2	8.494448E+0	8.505160E+0	5.484507E+0	1.071189E-2	8.498018E+0	-3.907228E-4	-2.008890E-2	2.271916E-4	-1.562891E+1
4.694910E+2	8.600988E+0	8.676415E+0	5.589866E+0	7.542665E-2	8.626131E+0	-4.038813E-4	-2.035331E-2	-2.478294E-4	-1.615525E+1
4.795650E+2	8.708511E+0	8.849257E+0	5.695510E+0	1.407455E-1	8.755427E+0	-4.108127E-4	-2.062332E-2	-4.691135E-4	-1.643251E+1
4.896260E+2	8.815427E+0	8.849199E+0	5.802141E+0	3.377190E-2	8.826684E+0	-4.128098E-4	-2.087139E-2	-7.400934E-4	-1.651239E+1
4.996900E+2	8.921291E+0	9.023390E+0	5.908523E+0	1.020982E-1	8.955324E+0	-4.111076E-4	-2.114262E-2	-1.029794E-3	-1.644430E+1
