Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
1.873000E+0	8.004063E+1	8.023452E+1	1.000568E+1	1.938835E-1	8.010526E+1	1.069938E-5	0.000000E+0	-5.414823E-6	4.271941E-1
2.986000E+0	8.004051E+1	8.023426E+1	1.000476E+1	1.937469E-1	8.010509E+1	8.342219E-6	0.000000E+0	-3.810431E-6	3.330798E-1
4.101000E+0	8.004035E+1	8.023451E+1	1.000563E+1	1.941606E-1	8.010507E+1	5.061435E-6	0.000000E+0	-1.704667E-6	2.020879E-1
5.218000E+0	8.004047E+1	8.022898E+1	1.000558E+1	1.885116E-1	8.010330E+1	1.129140E-5	0.000000E+0	-3.208784E-6	4.508318E-1
6.330000E+0	8.004034E+1	8.023409E+1	1.000453E+1	1.937504E-1	8.010493E+1	7.345328E-6	0.000000E+0	-1.604392E-6	2.932769E-1
7.448000E+0	8.004015E+1	8.023421E+1	1.000560E+1	1.940691E-1	8.010484E+1	3.547303E-6	0.000000E+0	1.002745E-6	1.416332E-1
8.565000E+0	8.003967E+1	8.006265E+1	1.000467E+1	2.297377E-2	8.004733E+1	1.589161E-5	0.000000E+0	7.219764E-6	6.345044E-1
9.676000E+0	8.003983E+1	8.006247E+1	1.000547E+1	2.264086E-2	8.004738E+1	9.590356E-6	0.000000E+0	8.020340E-6	3.829142E-1
1.079200E+1	8.003970E+1	8.005726E+1	1.000545E+1	1.755737E-2	8.004556E+1	1.870920E-5	0.000000E+0	9.482811E-6	7.470023E-1
1.190600E+1	8.003970E+1	8.006215E+1	1.000485E+1	2.244910E-2	8.004719E+1	1.354305E-5	0.000000E+0	9.725006E-6	5.407332E-1
1.302300E+1	8.003982E+1	8.092831E+1	1.000551E+1	8.884878E-1	8.033598E+1	-1.021870E-5	0.000000E+0	8.220889E-6	-4.080019E-1
1.413600E+1	8.003957E+1	8.075147E+1	1.000443E+1	7.119011E-1	8.027687E+1	-4.352300E-6	0.000000E+0	1.128775E-5	-1.737743E-1
1.525200E+1	8.009284E+1	8.075423E+1	1.000548E+1	6.613920E-1	8.031331E+1	-8.368945E-6	0.000000E+0	-6.886869E-4	-3.341469E-1
1.637200E+1	8.009261E+1	8.092364E+1	1.000554E+1	8.310392E-1	8.036962E+1	-1.371498E-5	0.000000E+0	-1.133155E-3	-5.475981E-1
1.748500E+1	8.003996E+1	8.075391E+1	1.000541E+1	7.139499E-1	8.027795E+1	-5.451961E-6	0.000000E+0	-1.028826E-3	-2.176805E-1
1.859800E+1	7.998681E+1	8.058249E+1	1.000546E+1	5.956791E-1	8.018537E+1	-3.285590E-6	0.000000E+0	-3.500733E-4	-1.311838E-1
1.971600E+1	7.998664E+1	8.058289E+1	1.000445E+1	5.962499E-1	8.018539E+1	5.087318E-7	0.000000E+0	-3.478673E-4	2.031214E-2
2.082900E+1	7.998668E+1	8.075424E+1	1.000548E+1	7.675602E-1	8.024253E+1	-5.463747E-6	0.000000E+0	-3.483686E-4	-2.181510E-1
2.194900E+1	7.998734E+1	8.074936E+1	1.000525E+1	7.620158E-1	8.024135E+1	-4.211046E-6	0.000000E+0	-3.570925E-4	-1.681344E-1
2.306500E+1	8.004009E+1	8.092833E+1	1.000551E+1	8.882338E-1	8.033617E+1	-1.316558E-5	0.000000E+0	-1.050390E-3	-5.256620E-1
2.417800E+1	8.004047E+1	8.092418E+1	1.000566E+1	8.837038E-1	8.033504E+1	-6.412968E-6	0.000000E+0	-1.055404E-3	-2.560506E-1
2.529300E+1	8.009367E+1	8.092814E+1	1.000481E+1	8.344644E-1	8.037183E+1	-1.943389E-5	0.000000E+0	-1.754618E-3	-7.759367E-1
2.640900E+1	8.009327E+1	8.092799E+1	1.000566E+1	8.347252E-1	8.037151E+1	-6.946428E-6	0.000000E+0	-2.197607E-3	-2.773500E-1
2.752600E+1	8.009362E+1	8.092460E+1	1.000470E+1	8.309792E-1	8.037061E+1	-1.744211E-5	0.000000E+0	-2.793902E-3	-6.964111E-1
2.864300E+1	8.009341E+1	8.092822E+1	1.000562E+1	8.348105E-1	8.037168E+1	-6.768785E-6	0.000000E+0	-3.519232E-3	-2.702573E-1
2.975500E+1	8.004043E+1	8.092386E+1	1.000580E+1	8.834333E-1	8.033491E+1	-1.232529E-5	0.000000E+0	-3.683829E-3	-4.921119E-1
3.087200E+1	7.998747E+1	8.092787E+1	1.000557E+1	9.403933E-1	8.030094E+1	-6.572979E-6	0.000000E+0	-3.017130E-3	-2.624393E-1
3.199100E+1	7.998735E+1	8.092823E+1	1.000582E+1	9.408795E-1	8.030098E+1	-6.825240E-6	0.000000E+0	-3.015767E-3	-2.725113E-1
3.310600E+1	8.004060E+1	8.075426E+1	1.000481E+1	7.136672E-1	8.027849E+1	-6.663655E-6	0.000000E+0	-3.715583E-3	-2.660597E-1
3.422200E+1	8.004031E+1	8.092802E+1	1.000545E+1	8.877092E-1	8.033622E+1	-6.418488E-6	0.000000E+0	-3.711873E-3	-2.562710E-1
3.533400E+1	8.009361E+1	8.057837E+1	1.000583E+1	4.847610E-1	8.025520E+1	-6.387991E-6	0.000000E+0	-4.412391E-3	-2.550533E-1
3.644900E+1	8.009344E+1	8.058229E+1	1.000570E+1	4.888471E-1	8.025639E+1	-1.764307E-6	0.000000E+0	-4.860667E-3	-7.044348E-2
3.757100E+1	8.004055E+1	8.058155E+1	1.000575E+1	5.409985E-1	8.022088E+1	-2.806606E-6	0.000000E+0	-4.760295E-3	-1.120594E-1
3.868400E+1	7.998726E+1	8.040782E+1	1.000486E+1	4.205638E-1	8.012745E+1	4.811797E-7	0.000000E+0	-4.079980E-3	1.921206E-2
3.979900E+1	7.998698E+1	8.040819E+1	1.000585E+1	4.212147E-1	8.012738E+1	1.096128E-5	0.000000E+0	-4.076512E-3	4.376511E-1
4.091400E+1	7.998740E+1	8.040416E+1	1.000491E+1	4.167669E-1	8.012632E+1	-2.313909E-6	0.000000E+0	-4.082027E-3	-9.238745E-2
4.203500E+1	7.998709E+1	8.058245E+1	1.000578E+1	5.953632E-1	8.018555E+1	5.627190E-6	0.000000E+0	-4.077774E-3	2.246768E-1
4.314800E+1	8.004059E+1	8.074899E+1	1.000583E+1	7.084041E-1	8.027672E+1	-1.067213E-5	0.000000E+0	-4.780899E-3	-4.261060E-1
4.426600E+1	8.004037E+1	8.075440E+1	1.000471E+1	7.140345E-1	8.027838E+1	-7.694384E-6	0.000000E+0	-4.777991E-3	-3.072137E-1
4.538200E+1	8.004024E+1	8.075420E+1	1.000578E+1	7.139631E-1	8.027823E+1	-6.492315E-7	0.000000E+0	-4.776286E-3	-2.592186E-2
4.649800E+1	8.009354E+1	8.075236E+1	1.000470E+1	6.588227E-1	8.031314E+1	-1.014676E-5	0.000000E+0	-5.476804E-3	-4.051296E-1
4.760800E+1	8.009361E+1	8.092814E+1	1.000578E+1	8.345331E-1	8.037178E+1	-1.066825E-5	0.000000E+0	-5.925767E-3	-4.259512E-1
4.872700E+1	8.009406E+1	8.092429E+1	1.000580E+1	8.302325E-1	8.037080E+1	-1.483531E-5	0.000000E+0	-6.526756E-3	-5.923294E-1
4.983900E+1	8.004044E+1	8.092795E+1	1.000551E+1	8.875115E-1	8.033627E+1	-8.875247E-6	0.000000E+0	-6.555151E-3	-3.543620E-1
5.095600E+1	8.004044E+1	8.075416E+1	1.000579E+1	7.137227E-1	8.027834E+1	-5.523396E-6	0.000000E+0	-6.581308E-3	-2.205326E-1
5.207200E+1	8.004021E+1	8.075215E+1	1.000466E+1	7.119350E-1	8.027753E+1	-3.522923E-6	0.000000E+0	-6.578400E-3	-1.406597E-1
5.319200E+1	8.004033E+1	8.075215E+1	1.000569E+1	7.118205E-1	8.027760E+1	-7.186568E-6	0.000000E+0	-6.579904E-3	-2.869381E-1
5.430200E+1	8.009351E+1	8.092265E+1	1.000581E+1	8.291467E-1	8.036989E+1	-1.156471E-5	0.000000E+0	-7.278818E-3	-4.617443E-1
5.542100E+1	8.009358E+1	8.092669E+1	1.000585E+1	8.331039E-1	8.037128E+1	-1.641306E-5	0.000000E+0	-7.728608E-3	-6.553243E-1
5.653800E+1	8.009360E+1	8.092464E+1	1.000586E+1	8.310460E-1	8.037061E+1	-1.046219E-5	0.000000E+0	-8.324850E-3	-4.177240E-1
5.765300E+1	8.009354E+1	8.075211E+1	1.000477E+1	6.585661E-1	8.031307E+1	-1.192161E-5	0.000000E+0	-9.053397E-3	-4.759940E-1
5.876500E+1	8.004036E+1	8.075210E+1	1.000582E+1	7.117402E-1	8.027761E+1	-5.028320E-6	0.000000E+0	-9.218051E-3	-2.007657E-1
5.987700E+1	7.998653E+1	8.092238E+1	1.000593E+1	9.358442E-1	8.029848E+1	-9.237474E-6	0.000000E+0	-8.540889E-3	-3.688246E-1
6.099700E+1	8.003960E+1	8.075189E+1	1.000572E+1	7.122892E-1	8.027703E+1	-7.838682E-6	0.000000E+0	-9.238399E-3	-3.129750E-1
6.211300E+1	8.003987E+1	8.057863E+1	1.000572E+1	5.387560E-1	8.021946E+1	-2.263138E-7	0.000000E+0	-9.241908E-3	-9.036031E-3
6.322600E+1	8.003989E+1	8.040343E+1	1.000449E+1	3.635349E-1	8.016107E+1	-4.818002E-5	0.000000E+0	-9.242693E-3	-1.923684E+0
6.434000E+1	8.004012E+1	8.040568E+1	1.000555E+1	3.655626E-1	8.016197E+1	-5.231273E-5	0.000000E+0	-9.245359E-3	-2.088690E+0
6.545900E+1	8.004004E+1	8.092299E+1	1.000454E+1	8.829486E-1	8.033436E+1	-6.713745E-5	0.000000E+0	-9.244356E-3	-2.680597E+0
