Temps(s)	Pc(MPa)	Pax(MPa)	Ppam(MPa)	Q(MPa)	Pmoy(MPa)	Defaxcapt	Defvolfluide	Defvolconf	Deplct(µm)
2.253000E+0	8.009449E+1	2.865616E+2	1.032367E+1	2.064671E+2	1.489168E+2	7.945197E-6	1.380512E-5	-1.045639E-4	3.172279E-1
3.392000E+0	8.009473E+1	2.862700E+2	1.032410E+1	2.061753E+2	1.488198E+2	1.515741E-5	5.982217E-5	-3.624982E-4	6.051900E-1
4.514000E+0	8.009483E+1	2.859882E+2	1.032418E+1	2.058934E+2	1.487260E+2	3.487991E-5	1.283634E-4	-7.316194E-4	1.392650E+0
5.633000E+0	8.004111E+1	2.851632E+2	1.027045E+1	2.051221E+2	1.484151E+2	4.980117E-5	2.199131E-4	-5.431255E-4	1.988411E+0
6.762000E+0	7.998764E+1	2.840307E+2	1.021925E+1	2.040431E+2	1.480020E+2	8.052032E-5	3.143691E-4	1.901928E-4	3.214935E+0
7.898000E+0	7.998847E+1	2.831729E+2	1.011190E+1	2.031844E+2	1.477166E+2	8.635588E-5	4.117315E-4	1.887893E-4	3.447931E+0
9.027000E+0	7.998829E+1	2.820226E+2	1.005698E+1	2.020343E+2	1.473331E+2	9.641415E-5	4.780929E-4	2.080332E-4	3.849528E+0
1.015400E+1	7.998839E+1	2.814480E+2	1.005911E+1	2.014597E+2	1.471416E+2	8.572581E-5	5.272585E-4	1.888376E-4	3.422775E+0
1.135400E+1	7.998751E+1	2.805887E+2	1.000700E+1	2.006012E+2	1.468546E+2	7.769675E-5	5.783617E-4	1.869286E-4	3.102198E+0
1.248100E+1	7.998817E+1	2.797214E+2	9.952180E+0	1.997332E+2	1.465659E+2	7.675936E-5	5.800570E-4	1.767358E-4	3.064771E+0
1.362400E+1	7.998816E+1	2.791542E+2	9.952918E+0	1.991660E+2	1.463768E+2	6.631147E-5	5.800570E-4	1.595887E-4	2.647618E+0
1.475700E+1	7.998841E+1	2.785762E+2	9.953078E+0	1.985878E+2	1.461843E+2	5.466304E-5	5.800570E-4	1.367804E-4	2.182531E+0
1.589800E+1	7.998853E+1	2.777107E+2	9.952082E+0	1.977222E+2	1.458959E+2	4.633011E-5	5.800570E-4	1.213271E-4	1.849822E+0
1.703300E+1	7.998849E+1	2.771453E+2	9.952794E+0	1.971568E+2	1.457074E+2	3.206081E-5	5.800570E-4	9.784163E-5	1.280092E+0
1.817300E+1	7.998770E+1	2.765714E+2	9.953159E+0	1.965837E+2	1.455156E+2	1.740881E-5	5.800570E-4	8.374300E-5	6.950816E-1
1.930400E+1	7.998804E+1	2.760026E+2	9.952136E+0	1.960145E+2	1.453262E+2	3.382258E-6	5.800570E-4	5.536633E-5	1.350434E-1
2.044200E+1	7.998857E+1	2.751311E+2	9.952973E+0	1.951426E+2	1.450361E+2	4.543209E-6	5.800570E-4	5.029053E-5	1.813967E-1
2.156600E+1	7.998857E+1	2.748411E+2	9.952430E+0	1.948525E+2	1.449394E+2	-2.308190E-5	5.800570E-4	4.288779E-6	-9.215910E-1
2.268600E+1	7.998846E+1	2.739679E+2	9.953115E+0	1.939795E+2	1.446483E+2	-2.144680E-5	5.800570E-4	8.287821E-6	-8.563066E-1
2.381500E+1	7.998846E+1	2.733978E+2	9.953211E+0	1.934093E+2	1.444582E+2	-4.089692E-5	5.800570E-4	-2.437161E-5	-1.632891E+0
2.494100E+1	7.998801E+1	2.728068E+2	9.952258E+0	1.928188E+2	1.442609E+2	-5.210229E-5	5.800570E-4	-3.711272E-5	-2.080288E+0
2.605900E+1	7.998771E+1	2.722456E+2	9.953096E+0	1.922579E+2	1.440737E+2	-6.908607E-5	5.800570E-4	-6.163256E-5	-2.758399E+0
